SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
040,4,8,32,Nevada,2700551,2700679,2702464,2712799,2744566,2776972,2819012,2868666,2919772,2972405,3034392,1785,10335,31767,32406,42040,49654,51106,52633,61987,8892,35846,34702,35089,35226,36231,36281,36196,36042,4947,20201,20405,21253,21271,22465,23328,24691,25041,3945,15645,14297,13836,13955,13766,12953,11505,11001,985,1107,3710,4574,3914,6566,3046,3101,3100,-3055,-6189,13595,13984,23822,29019,34985,37844,47596,-2070,-5082,17305,18558,27736,35585,38031,40945,50696,-90,-228,165,12,349,303,122,183,290,13.238876856,12.717492783,12.709864534,12.58974293,12.740172703,12.535678883,12.286121072,12.000405541,7.4607641402,7.4779678471,7.698217417,7.6022376047,7.8995329904,8.0602055339,8.3809430708,8.3375549398,5.7781127159,5.2395249356,5.0116471172,4.9875053252,4.8406397127,4.4754733488,3.9051780013,3.6628506007,0.4088444088,1.3596305177,1.6567847582,1.3988603255,2.3088508175,1.0524428179,1.0525820932,1.0321640635,-2.28576156,4.9822579212,5.0652553691,8.5139628705,10.20416416,12.087889686,12.845506847,15.847380892,-1.876917151,6.3418884388,6.7220401272,9.9128231961,12.513014977,13.140332504,13.898088941,16.879544955
040,1,1,33,New Hampshire,1316470,1316464,1316777,1319815,1323962,1326408,1333223,1336294,1342373,1349767,1356458,313,3038,4147,2446,6815,3071,6079,7394,6691,3265,12993,12370,12595,12222,12380,12358,12222,12149,2518,10736,10507,10872,11097,11921,11820,12073,11935,747,2257,1863,1723,1125,459,538,149,214,448,2908,3261,2548,2835,3900,3815,2548,2606,-807,-2051,-847,-1717,2949,-1153,1775,4738,3928,-359,857,2414,831,5784,2747,5590,7286,6534,-75,-76,-130,-108,-94,-135,-49,-41,-57,9.8559048954,9.3578240525,9.5043333572,9.1907486414,9.2750860924,9.2269774481,9.0797655397,8.9785586934,8.1438462986,7.9484767437,8.2041375355,8.3447666236,8.9312036597,8.8252851138,8.9690729308,8.8204048074,1.7120585969,1.4093473088,1.3001958217,0.8459820178,0.3438824327,0.4016923343,0.1106926089,0.1581538859,2.2058778909,2.4669251605,1.9227504084,2.1318746849,2.9218768789,2.8484317013,1.8929179017,1.9259300317,-1.55579627,-0.640749957,-1.295668152,2.2176008627,-0.863826677,1.3252860471,3.5198763809,2.9029367477,0.6500816205,1.8261752031,0.6270822564,4.3494755475,2.0580502016,4.1737177484,5.4127942826,4.8288667794
040,1,2,34,New Jersey,8791894,8791962,8799624,8827783,8845483,8858362,8866780,8870869,8874516,8888543,8908520,7662,28159,17700,12879,8418,4089,3647,14027,19977,26538,106678,104520,103459,103327,103119,102901,101439,100226,17091,71068,69049,72472,70489,72485,71146,75544,76370,9447,35610,35471,30987,32838,30634,31755,25895,23856,7198,34663,28184,29049,30474,41745,39398,45151,46660,-8758,-42169,-45823,-47133,-55036,-68471,-67589,-57040,-50591,-1560,-7506,-17639,-18084,-24562,-26726,-28191,-11889,-3931,-225,55,-132,-24,142,181,83,21,52,12.103652001,11.828034501,11.687743538,11.658806457,11.627132773,11.597494222,11.421343587,11.263206744,8.0633527098,7.813949046,8.1871480461,7.9535611055,8.1730109779,8.0185355235,8.5057421697,8.5823149584,4.0402992908,4.0140854554,3.5005954921,3.7052453515,3.4541217948,3.5789586983,2.9156014175,2.6808917853,3.9328529715,3.1894500994,3.281660001,3.4385055984,4.7069372046,4.4403657627,5.0836964512,5.2435618169,-4.784481348,-5.185572378,-5.324606039,-6.209936146,-7.720414357,-7.617642559,-6.422317237,-5.6853201,-0.851628376,-1.996122279,-2.042946038,-2.771430548,-3.013477152,-3.177276796,-1.338620786,-0.441758283
040,4,8,35,New Mexico,2059179,2059180,2064588,2080395,2087549,2092792,2090342,2090211,2092789,2093395,2095428,5408,15807,7154,5243,-2450,-131,2578,606,2033,6646,27800,27048,26731,26367,26051,25261,24088,23803,3808,16379,16456,16801,17135,17653,18146,18269,18198,2838,11421,10592,9930,9232,8398,7115,5819,5605,425,4142,3830,5755,1983,3933,2683,2330,2342,2059,283,-7179,-10494,-13733,-12446,-7176,-7514,-5851,2484,4425,-3349,-4739,-11750,-8513,-4493,-5184,-3509,86,-39,-89,52,68,-16,-44,-29,-63,13.413806522,12.979061139,12.788908847,12.606337736,12.462944496,12.077934497,11.508333126,11.365006351,7.9030480945,7.8964592614,8.0381002411,8.1924222365,8.4452941991,8.6760698064,8.7282355482,8.6888369358,5.5107584277,5.0826018776,4.7508086063,4.4139154997,4.0176502965,3.4018646904,2.7800975781,2.6761694156,1.9985606696,1.8378365928,2.7533639002,0.9480929848,1.8815692565,1.2828113794,1.1131856603,1.1182138754,0.1365506204,-3.444863943,-5.020643053,-6.56589055,-5.954236198,-3.431030361,-3.589904314,-2.793624844,2.13511129,-1.60702735,-2.267279153,-5.617797565,-4.072666941,-2.148218982,-2.476718654,-1.675410969
040,1,2,36,New York,19378102,19378124,19400080,19498514,19574549,19628043,19656330,19661411,19641589,19590719,19542209,21956,98434,76035,53494,28287,5081,-19822,-50870,-48510,61420,243113,239922,239872,237032,239363,235826,230364,227099,35126,149752,146900,152576,148844,153820,151568,160681,165728,26294,93361,93022,87296,88188,85543,84258,69683,61371,19141,87879,90870,78677,85344,85244,88905,67949,70375,-22636,-82398,-107485,-111926,-145183,-165895,-193186,-188585,-180306,-3495,5481,-16615,-33249,-59839,-80651,-104281,-120636,-109931,-843,-408,-372,-553,-62,189,201,83,50,12.499834827,12.280685545,12.23755817,12.067495643,12.175826683,12.000407094,11.743586434,11.606542705,7.6996099139,7.5192466994,7.7839751004,7.5777714462,7.8244576666,7.7127954609,8.1912591021,8.4700025513,4.800224913,4.761438846,4.4535830692,4.4897241964,4.3513690169,4.2876116327,3.5523273319,3.1365401536,4.5183638257,4.6512862327,4.0138672463,4.3449337985,4.3361595978,4.5240821311,3.4639307991,3.5967152777,-4.236554154,-5.501744258,-5.710132636,-7.391386901,-8.438684206,-9.830598173,-9.613760169,-9.215052858,0.2818096716,-0.850458025,-1.69626539,-3.046453102,-4.102524608,-5.306516042,-6.14982937,-5.61833758
040,3,5,37,North Carolina,9535483,9535736,9574293,9656754,9749123,9843599,9933944,10033079,10156679,10270800,10383620,38557,82461,92369,94476,90345,99135,123600,114121,112820,29914,121036,119573,119381,120194,120832,120839,120077,118784,18663,79941,79506,84316,83478,88440,89161,91567,93060,11251,41095,40067,35065,36716,32392,31678,28510,25724,4656,10029,21892,19502,18228,21672,20960,20640,20035,20593,30724,29749,39304,34784,44664,70785,64795,66991,25249,40753,51641,58806,53012,66336,91745,85435,87026,2057,613,661,605,617,407,177,176,70,12.587562185,12.32338018,12.186259775,12.154593723,12.103156289,11.970326737,11.75641889,11.502041694,8.3137439163,8.1940125664,8.6068694284,8.4416957152,8.8586065133,8.8323000206,8.965080811,9.0111462825,4.273818269,4.1293676137,3.5793903471,3.7128980076,3.2445497759,3.1380267163,2.7913380795,2.4908954112,1.0430009349,2.2562237203,1.9907392143,1.8433027803,2.1707792894,2.0763002707,2.0208073644,1.9400205864,3.1952498478,3.0659784147,4.0121020448,3.5175249019,4.4737765865,7.0119711192,6.3439056772,6.4868439782,4.2382507827,5.322202135,6.0028412591,5.3608276822,6.644555876,9.0882713899,8.3647130417,8.4268645646
040,2,4,38,North Dakota,672591,672576,674710,685136,701116,721999,737382,754022,754353,755176,760077,2134,10426,15980,20883,15383,16640,331,823,4901,2338,9211,9873,10252,10980,11404,11333,11182,10869,1496,6054,5935,6224,6210,6348,6164,6054,6213,842,3157,3938,4028,4770,5056,5169,5128,4656,434,1077,1137,1096,787,2068,1409,2659,2597,813,5991,10571,15341,9531,9344,-6287,-6997,-2379,1247,7068,11708,16437,10318,11412,-4878,-4338,218,45,201,334,418,295,172,40,33,27,13.547122248,14.244163399,14.407830709,15.047475608,15.29297226,15.026767216,14.815217197,14.346119097,8.9039494178,8.5626567175,8.7470092016,8.5104575159,8.5127839271,8.1730338941,8.021044975,8.2006107231,4.6431728299,5.6815066813,5.6608215077,6.5370180919,6.7801883326,6.8537333223,6.7941722219,6.1455083738,1.5840028944,1.6403943872,1.5402831113,1.078539463,2.7732257658,1.8682356841,3.5229531861,3.4278104053,8.8112918669,15.251195309,21.559747455,13.061702187,12.53047464,-8.336123312,-9.27044131,-3.140069678,10.395294761,16.891589697,23.100030567,14.14024165,15.303700406,-6.467887627,-5.747488124,0.2877407271
040,2,3,39,Ohio,11536504,11536757,11539327,11543463,11548369,11576576,11602973,11617850,11635003,11664129,11689442,2570,4136,4906,28207,26397,14877,17153,29126,25313,34809,137927,137682,139089,139560,139546,138674,136206,134734,26552,110676,111412,114516,111897,118280,117533,118051,117359,8257,27251,26270,24573,27663,21266,21141,18155,17375,3342,14680,17524,24116,20842,24567,24390,19421,20514,-8654,-37755,-38549,-19895,-21196,-30303,-28034,-8133,-12146,-5312,-23075,-21025,4221,-354,-5736,-3644,11288,8368,-375,-40,-339,-587,-912,-653,-344,-317,-430,11.950635084,11.924735985,12.029347529,12.0416493,12.01903998,11.927482619,11.691937708,11.538620796,9.589482034,9.6494725927,9.9041100422,9.6548038963,10.187408086,10.109125104,10.133510553,10.050625662,2.3611530495,2.2752633918,2.1252374871,2.3868454041,1.8316318935,1.8183575151,1.5584271551,1.4879951336,1.2719432963,1.5177661088,2.0857130687,1.7983093631,2.1159456751,2.0978070949,1.6671007315,1.7568191177,-3.271268335,-3.338756319,-1.720652741,-1.828853529,-2.609985012,-2.411231,-0.698137596,-1.040183533,-1.999325038,-1.82099021,0.3650603277,-0.030544166,-0.494039337,-0.313423905,0.9689631356,0.7166355843
040,3,7,40,Oklahoma,3751351,3751583,3759632,3787821,3818600,3853205,3878367,3909831,3926769,3932640,3943079,8049,28189,30779,34605,25162,31464,16938,5871,10439,13148,52554,52346,53345,53079,53529,52856,51758,50778,8179,37673,36952,38616,38623,39728,39265,39769,40050,4969,14881,15394,14729,14456,13801,13591,11989,10728,1215,6712,6622,5678,6538,9408,7764,4406,4272,1545,6626,8672,13996,4275,8324,-4333,-10472,-4474,2760,13338,15294,19674,10813,17732,3431,-6066,-202,320,-30,91,202,-107,-69,-84,-52,-87,13.926287451,13.763634698,13.9067664,13.730454816,13.746183649,13.489523518,13.170964891,12.894822682,9.982970414,9.7160017832,10.066992057,9.9909824289,10.202103234,10.020927443,10.120099361,10.170499989,3.9433170369,4.0476329143,3.8397743425,3.7394723867,3.544080415,3.4685960748,3.0508655295,2.7243226936,1.778613262,1.7411605274,1.4802253186,1.6912472651,2.4159632305,1.9814715565,1.1212038971,1.0848533321,1.7558241171,2.2801788121,3.6486850226,1.1058553164,2.1375933175,-1.105836715,-2.664831414,-1.136150236,3.5344373791,4.0213393395,5.1289103412,2.7971025815,4.553556548,0.8756348416,-1.543627517,-0.051296904
040,4,9,41,Oregon,3831074,3831075,3837532,3871728,3899118,3922908,3964106,4016918,4091404,4146592,4190713,6457,34196,27390,23790,41198,52812,74486,55188,44121,11881,45394,44912,44991,45474,45681,45598,45389,45166,7799,32516,32946,33414,33812,35357,35317,35933,36052,4082,12878,11966,11577,11662,10324,10281,9456,9114,1606,10421,4418,3407,6943,5343,12755,8167,8177,986,10918,11098,8870,22447,36822,51262,37490,26819,2592,21339,15516,12277,29390,42165,64017,45657,34996,-217,-21,-92,-64,146,323,188,75,11,11.776486978,11.559101802,11.503669254,11.531360284,11.44740324,11.247209965,11.01942754,10.834676193,8.4355696915,8.4793856422,8.54356659,8.5740940741,8.8602665523,8.7112968627,8.7237235852,8.6483581925,3.3409172865,3.0797161596,2.9601026639,2.95726621,2.5871366882,2.5359131026,2.2957039552,2.1863180008,2.7035020222,1.1370705326,0.871129807,1.7606156145,1.3389259323,3.1461503379,1.9827637692,1.9615451276,2.8324378734,2.8563170599,2.2679546194,5.692141538,9.2273873628,12.64429311,9.1017281387,6.4334937969,5.5359398957,3.9933875925,3.1390844265,7.4527571525,10.566313295,15.790443448,11.084491908,8.3950389244
040,1,2,42,Pennsylvania,12702379,12702873,12711158,12744583,12766827,12776621,12789101,12785759,12783538,12790447,12807060,8285,33425,22244,9794,12480,-3342,-2221,6909,16613,36121,142975,142120,141805,142202,141913,140256,137428,135905,30214,127699,125499,130945,126713,132623,129938,133891,133562,5907,15276,16621,10860,15489,9290,10318,3537,2343,5457,27481,25615,29587,34772,31937,38222,31291,35377,-1693,-8176,-18630,-29890,-36475,-43725,-50399,-27426,-20463,3764,19305,6985,-303,-1703,-11788,-12177,3865,14914,-1386,-1156,-1362,-763,-1306,-844,-362,-493,-644,11.2332224,11.14168131,11.103042941,11.124426684,11.097851562,10.970657504,10.747484211,10.618612195,10.033021628,9.838656507,10.25272704,9.9127261104,10.371356872,10.163595816,10.470874993,10.435547493,1.200200772,1.3030248034,0.850315901,1.2117005731,0.7264946905,0.8070616881,0.2766092183,0.1830647024,2.1591200193,2.0081210721,2.3166018934,2.7202048117,2.4975307783,2.9896793799,2.4470961409,2.7640973006,-0.642369829,-1.460522958,-2.340326177,-2.853430073,-3.419373557,-3.942149837,-2.144835856,-1.598827573,1.5167501901,0.5475981139,-0.023724283,-0.133225262,-0.921842778,-0.952470457,0.3022602852,1.1652697272
040,1,1,44,Rhode Island,1052567,1052957,1053938,1053536,1054601,1055122,1056017,1056173,1057063,1056486,1057315,981,-402,1065,521,895,156,890,-577,829,2873,11003,11009,10869,10726,10876,10902,10768,10575,2338,9767,9321,9636,9696,10071,9822,9816,9830,535,1236,1688,1233,1030,805,1080,952,745,1669,4491,4411,3825,3495,4541,4276,2410,2755,-1174,-6155,-4996,-4505,-3534,-5143,-4443,-3908,-2639,495,-1664,-585,-680,-39,-602,-167,-1498,116,-49,26,-38,-32,-96,-47,-23,-31,-32,10.441884455,10.444292757,10.303722337,10.161339448,10.298315966,10.317825364,10.189496435,10.005672246,9.2689162476,8.8428788072,9.1348485085,9.1855628644,9.5360739327,9.2956962687,9.2886419951,9.3007809155,1.1729682074,1.6014139499,1.1688738285,0.9757765832,0.7622420332,1.0221290949,0.9008544396,0.7048913308,4.2619742877,4.1847375194,3.626068446,3.3110088914,4.2998025746,4.0468740832,2.2805243692,2.6066786798,-5.841115952,-4.739729913,-4.270702836,-3.347955772,-4.869827052,-4.204925527,-3.698045326,-2.496923788,-1.579141664,-0.554992394,-0.64463439,-0.03694688,-0.570024477,-0.158051443,-1.417520956,0.1097548918
040,3,5,45,South Carolina,4625364,4625381,4635656,4671422,4717112,4764153,4823793,4892253,4958235,5021219,5084127,10275,35766,45690,47041,59640,68460,65982,62984,62908,14180,57475,57522,56560,57287,58277,57757,56668,56238,9675,42035,42075,44661,44521,46825,47248,49134,49776,4505,15440,15447,11899,12766,11452,10509,7534,6462,1178,2742,5917,5153,6332,7406,5123,5706,5490,4477,17335,23939,29597,39857,49011,50184,49600,50775,5655,20077,29856,34750,46189,56417,55307,55306,56265,115,249,387,392,685,591,166,144,181,12.350815154,12.253670275,11.930897407,11.949796129,11.996032131,11.726728666,11.356933957,11.130346254,9.0329102217,8.9630606866,9.4208947857,9.2868691584,9.6386945883,9.5930272693,9.8470317114,9.8514192389,3.3179049321,3.2906095882,2.510002621,2.662926971,2.3573375425,2.1337013963,1.5099022452,1.2789270155,0.5892289718,1.2604736799,1.0869857556,1.3208251277,1.5244884596,1.0401515133,1.1435495369,1.0865535925,3.7251218911,5.0996247124,6.2432597338,8.3139809089,10.088671873,10.189139868,9.9404235943,10.049136368,4.3143508629,6.3600983924,7.3302454894,9.6348060367,11.613160333,11.229291381,11.083973131,11.135689961
040,2,4,46,South Dakota,814180,814198,816165,823484,833496,842270,849088,853933,862890,873286,882235,1967,7319,10012,8774,6818,4845,8957,10396,8949,3032,11796,11891,12059,12440,12255,12321,12093,11943,1927,7295,7433,7291,7172,7753,7770,7374,7293,1105,4501,4458,4768,5268,4502,4551,4719,4650,169,1245,2107,91,1069,1610,3173,3678,3659,679,1563,3356,3836,408,-1226,1251,2006,638,848,2808,5463,3927,1477,384,4424,5684,4297,14,10,91,79,73,-41,-18,-7,2,14.388445332,14.352617412,14.392224213,14.710073207,14.392071501,14.353255985,13.930615329,13.606217186,8.8982459051,8.9717437748,8.701692241,8.4807592479,9.1049963565,9.0516028734,8.4945305084,8.3086445562,5.4901994268,5.3808736376,5.6905319716,6.2293139596,5.2870751447,5.3016531116,5.4360848209,5.2975726294,1.5186177042,2.5431809678,0.108607049,1.2640730112,1.8907576595,3.6963624089,4.2368976417,4.1685630648,1.9065055997,4.0507429178,4.5782048329,0.4824525618,-1.439794342,1.4573430109,2.3108256306,0.72684975,3.4251233038,6.5939238856,4.6868118818,1.7465255729,0.4509633175,5.1537054198,6.5477232723,4.8954128148
040,3,6,47,Tennessee,6346105,6346286,6355301,6397410,6451281,6493432,6540826,6590808,6645011,6708794,6770010,9015,42109,53871,42151,47394,49982,54203,63783,61216,19659,78616,80309,80283,80453,81879,81259,80204,79474,14307,60208,60638,63491,63546,66104,66636,67384,67259,5352,18408,19671,16792,16907,15775,14623,12820,12215,1000,8646,7918,9920,7558,10051,7649,9043,8994,2839,15053,26026,15067,22614,24065,31894,41875,39952,3839,23699,33944,24987,30172,34116,39543,50918,48946,-176,2,256,372,315,91,37,45,55,12.329300021,12.500728673,12.403983001,12.344853079,12.470496817,12.278650834,12.012156835,11.792440932,9.4423844467,9.4387825188,9.8095647235,9.750612578,10.067901679,10.069040684,10.092104835,9.9799655815,2.8869155743,3.0619461547,2.5944182772,2.5942405007,2.4025951378,2.2096101495,1.9200520002,1.8124753502,1.3559469826,1.2324990927,1.5326720646,1.1597131191,1.5308072095,1.1558030523,1.3543705333,1.3345397707,2.3607529411,4.0511519812,2.3279002014,3.4699328493,3.6651950549,4.8193466532,6.2716207104,5.9281224061,3.7166999236,5.2836510739,3.8605722661,4.6296459683,5.1960022645,5.9751497055,7.6259912437,7.2626621769
040,3,7,48,Texas,25145561,25146114,25242679,25646227,26089620,26489464,26977142,27486814,27937492,28322717,28701845,96565,403548,443393,399844,487678,509672,450678,385225,379128,92759,381742,378109,384420,394325,402277,400968,395212,391451,40966,168090,169149,178632,180772,187892,188835,196396,200500,51793,213652,208960,205788,213553,214385,212133,198816,190951,15567,71953,88080,83041,110340,121124,115228,103032,104976,28034,117054,143712,108849,160926,172520,122969,82801,82569,43601,189007,231792,191890,271266,293644,238197,185833,187545,1171,889,2641,2166,2859,1643,348,576,632,15.002955654,14.61690576,14.622544584,14.750328457,14.772228444,14.46903097,14.049432344,13.729206723,6.606154984,6.5389477435,6.7947931539,6.7620525604,6.8996824248,6.8141583947,6.9817017566,7.0320575194,8.3968006701,8.0779580162,7.8277514306,7.9882758969,7.8725460192,7.6548725752,7.0677305873,6.6971492039,2.8278462107,3.4049891944,3.1587085085,4.1274361047,4.4478590575,4.1580313157,3.6626952452,3.681781896,4.600373999,5.5556063478,4.1403916432,6.0196826408,6.3351990076,4.4373672446,2.9435013297,2.8959100115,7.4282202097,8.9605955422,7.2991001517,10.147118745,10.783058065,8.5953985603,6.6061965749,6.5776919076
040,4,8,49,Utah,2763885,2763891,2775334,2814216,2853467,2897927,2937399,2982497,3042613,3103118,3161105,11443,38882,39251,44460,39472,45098,60116,60505,57987,13752,51925,50448,51852,50830,51014,50623,50317,50124,3687,15008,15475,16280,16277,17247,17785,17187,17156,10065,36917,34973,35572,34553,33767,32838,33130,32968,959,2673,5024,3322,5315,3951,7371,8973,8967,477,-567,-662,5657,-202,7597,19871,18359,16052,1436,2106,4362,8979,5113,11548,27242,27332,25019,-58,-141,-84,-91,-194,-217,36,43,0,18.579313183,17.801983632,18.031106893,17.421477395,17.234762232,16.804008558,16.374618414,16.003261697,5.3700208425,5.460785298,5.6612362151,5.578780003,5.8267915517,5.9036266558,5.5931507578,5.4774550651,13.20929234,12.341198334,12.369870678,11.842697392,11.407970681,10.900381902,10.781467656,10.525806632,0.9564276194,1.7728585032,1.1551982006,1.8216634341,1.3348207469,2.4467603081,2.9200757404,2.8629248991,-0.202878586,-0.233605161,1.9671752622,-0.069233493,2.566599143,6.5960621466,5.9745537187,5.1249771919,0.7535490335,1.5392533422,3.1223734629,1.7524299414,3.9014198898,9.0428224547,8.8946294591,7.987902091
040,1,1,50,Vermont,625741,625744,625880,626979,626063,626212,625218,625197,623644,624525,626299,136,1099,-916,149,-994,-21,-1553,881,1774,1659,6053,6087,5978,6118,5969,5834,5679,5599,1330,5431,5456,5559,5607,5934,5821,5738,5587,329,622,631,419,511,35,13,-59,12,86,1158,215,321,291,2146,659,1822,1850,-217,-636,-1722,-529,-1721,-2162,-2213,-852,-62,-131,522,-1507,-208,-1430,-16,-1554,970,1788,-62,-45,-40,-62,-75,-40,-12,-30,-26,9.6626994738,9.7155562224,9.5474236889,9.7776144091,9.5472303195,9.3430628879,9.0997292835,8.952498513,8.6697705009,8.7084072202,8.8782416003,8.9609486747,9.4912489054,9.3222435843,9.1942677634,8.9333111613,0.9929289729,1.0071490022,0.6691820886,0.8166657344,0.0559814142,0.0208193037,-0.09453848,0.0191873517,1.8485719462,0.343164874,0.5126669462,0.4650679623,3.4324604231,1.055378547,2.9194764491,2.9580500534,-1.015277856,-2.748511223,-0.844862351,-2.750453481,-3.458051927,-3.544086077,-1.365199745,-0.09913465,0.8332940898,-2.405346349,-0.332195404,-2.285385519,-0.025591504,-2.48870753,1.5542767045,2.858915403
040,3,5,51,Virginia,8001024,8001055,8023680,8100469,8185229,8253053,8312076,8362907,8410946,8465207,8517685,22625,76789,84760,67824,59023,50831,48039,54261,52478,25715,102344,102755,102539,102589,103237,102906,101529,99570,14668,60444,60214,63413,62633,65500,65592,67237,68820,11047,41900,42541,39126,39956,37737,37314,34292,30750,5747,22666,36982,25574,34565,38389,35636,32541,31641,5493,12030,5020,3217,-15804,-25452,-24951,-12485,-9831,11240,34696,42002,28791,18761,12937,10685,20056,21810,338,193,217,-93,306,157,40,-87,-82,12.694499412,12.619047707,12.475634619,12.386139583,12.382261499,12.269810639,12.032244552,11.725918059,7.4973259054,7.3947091491,7.7152831421,7.562029852,7.8560799732,7.8207433915,7.9682851892,8.1046267032,5.1971735066,5.2243385577,4.7603514771,4.8241097307,4.5261815259,4.4490672477,4.0639593633,3.621291356,2.8114351957,4.5416536645,3.1115173715,4.1732243679,4.6043825052,4.2489939551,3.8564476158,3.7262204812,1.4921717729,0.6164918446,0.3914034325,-1.90810467,-3.052716755,-2.974987321,-1.479602608,-1.157753344,4.3036069687,5.158145509,3.502920804,2.2651196981,1.5516657498,1.274006634,2.3768450073,2.5684671374
040,4,9,53,Washington,6724540,6724540,6742902,6821655,6892876,6962906,7052439,7163543,7294680,7425432,7535591,18362,78753,71221,70030,89533,111104,131137,130752,110159,22236,86680,86718,87238,87393,88770,89747,90701,90495,11825,49850,49438,51321,51268,53858,54693,56067,57568,10411,36830,37280,35917,36125,34912,35054,34634,32927,5947,19797,21908,19429,30640,32866,29086,31204,30557,2304,22109,12300,14660,22944,43178,66774,64662,46549,8251,41906,34208,34089,53584,76044,95860,95866,77106,-300,17,-267,24,-176,148,223,252,126,12.780365772,12.646148818,12.592288187,12.471045129,12.488760889,12.414665343,12.32341167,12.097434781,7.3500373068,7.209579387,7.407882139,7.3159811621,7.5771058236,7.56566004,7.617740952,7.6957304323,5.4303284656,5.4365694314,5.184406048,5.1550639674,4.9116550654,4.8490053031,4.7056707177,4.4017043487,2.9189305629,3.1948595253,2.8044609824,4.3723504487,4.6238100189,4.0234543346,4.2396416549,4.084881094,3.2598189532,1.7937179186,2.1160841012,3.2741256102,6.0745715632,9.2368197669,8.7855309797,6.2227028192,6.1787495161,4.9885774439,4.9205450836,7.6464760589,10.698381582,13.260274101,13.025172635,10.307583913
040,3,5,54,West Virginia,1852994,1853001,1854214,1856074,1856764,1853873,1849467,1841996,1830929,1817048,1805832,1213,1860,690,-2891,-4406,-7471,-11067,-13881,-11216,5104,20466,20676,20926,20571,20088,19416,18547,18010,5233,21908,21492,22253,21666,22782,22459,22629,22551,-129,-1442,-816,-1327,-1095,-2694,-3043,-4082,-4541,82,1867,890,634,996,1268,1037,332,386,1318,1501,730,-2124,-4254,-5989,-9046,-10107,-7029,1400,3368,1620,-1490,-3258,-4721,-8009,-9775,-6643,-58,-66,-114,-74,-53,-56,-15,-24,-32,11.032027702,11.137571852,11.278925963,11.109430946,10.883489825,10.572500119,10.168375513,9.9423662942,11.809325853,11.577127793,11.994167039,11.700789017,12.343073735,12.22949012,12.40632822,12.449211677,-0.77729815,-0.439555941,-0.715241076,-0.591358071,-1.45958391,-1.656990001,-2.237952706,-2.506845383,1.0063908786,0.4794176315,0.341720303,0.5378928211,0.6869904967,0.5646725702,0.1820186915,0.2130901382,0.8091016115,0.3932301921,-1.144816914,-2.297385603,-3.244783979,-4.925774417,-5.541153357,-3.880338294,1.8154924901,0.8726478236,-0.803096611,-1.759492782,-2.557793482,-4.361101847,-5.359134666,-3.667248156
