X.objectid,hsisid,name,address1,address2,city,state,postalcode,phonenumber,restaurantopendate,facilitytype,x,y,geocodestatus
1877,4092016096,SHEETZ #481,505 WENDELL  BLVD ,,WENDELL,NC,27591,(919) 365-9032,2012-01-30T00:00:00.000Z,Restaurant,-78.420707,35.80409,M
1878,4092016727,HARRIS TEETER #236 STARBUCKS,7145  O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 465-9432,2014-08-04T00:00:00.000Z,Restaurant,-78.888246,35.844151,M
1879,4092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011-08-16T00:00:00.000Z,Restaurant,-78.67968,35.76287,M
1880,4092016925,COMPASS ROSE BREWERY,3201 NORTHSIDE DR ,,RALEIGH,NC,27615,(919) 875-5683,2015-05-01T00:00:00.000Z,Restaurant,-78.582712,35.883935,M
1881,4092016937,PIZZA HUT #9207,10911-111 RAVEN RIDGE RD ,,RALEIGH,NC,27614,(919) 847-7737,2015-05-28T00:00:00.000Z,Restaurant,-78.590813,35.906101,T
1882,4092021856,SALT &amp; PEPPER TAKE OUT,601 E LENOIR  ST ,,RALEIGH,NC,27601,(919) 521-4140,2015-06-24T00:00:00.000Z,Food Stand,-78.627976,35.772802,M
1883,4092016958,Jade Garden,1207 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 594-1813,2015-07-02T00:00:00.000Z,Restaurant,-78.655649,35.782671,M
1884,4092016632,DRIFTWOOD SOUTHERN KITCHEN,8460 HONEYCUTT RD ,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014-02-24T00:00:00.000Z,Restaurant,-78.621661,35.895106,M
1885,4092016709,Seoul Garden Restaurant,4701-131 Atlantic Ave,,RALEIGH,NC,27604,(919) 850-9984,2014-07-18T00:00:00.000Z,Restaurant,-78.601777,35.848223,M
1886,4092016922,510 Tavern,510-101 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 307-4778,2015-05-01T00:00:00.000Z,Restaurant,-78.64718,35.78663,M
1887,4092016915,BEST WESTERN CARY CAFE,1722 WALNUT ST ,,CARY,NC,27511,(919) 481-1200,2015-04-30T00:00:00.000Z,Restaurant,-78.747593,35.762004,M
1888,4092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,,RALEIGH,NC,27610,(919) 878-8848,2015-06-05T00:00:00.000Z,Restaurant,-78.549673,35.791986,M
1889,4092040292,HEAVENLY HOTDOGS (WCID #483),901 BROAD STREET,,FUQUAY-VARINA,NC,27526,(919) 538-0774,2013-06-18T00:00:00.000Z,Pushcarts,-78.784587,35.593767,M
1890,4092016611,DESPINA'S CAFE,8369 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-5007,2014-01-23T00:00:00.000Z,Restaurant,-78.682232,35.901053,M
1891,4092016623,ANOTHER BROKEN EGG,160 PARK AT NORTH HILLS ST ,,RALEIGH,NC,27609,(919) 881-2571,2014-02-20T00:00:00.000Z,Restaurant,-78.638119,35.836363,M
1892,4092014945,Hardee`s #1205,2304 Gorman ST ,,RALEIGH,NC,27606,(919) 233-8287,2007-09-14T00:00:00.000Z,Restaurant,-78.694612,35.767405,M
1893,4092015364,BUSY BEE CAFE,225 S WILMINGTON ST ,STE 100 & 200,RALEIGH,NC,27601,(919) 424-7817,2009-03-30T00:00:00.000Z,Restaurant,-78.637945,35.777442,M
1894,4092017062,I LOVE NY PIZZA,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015-10-20T00:00:00.000Z,Restaurant,-78.666878,35.787497,M
1895,4092021127,Papa John`s,3591 MAITLAND DR ,Suite 5,RALEIGH,NC,27610-1239,(919) 250-0101,2002-06-11T00:00:00.000Z,Food Stand,-78.580465,35.797252,M
1896,4092110133,Ballentine Elem. Sch. Cafeteria,1651 N McLaurin Ln,,FUQUAY VARINA,NC,27526,(919) 557-1140,2002-08-06T00:00:00.000Z,Public School Lunchrooms,-78.772477,35.613611,M
1898,4092030175,DON BETO EL POBLANO (WCID #482),2305 Capital Blvd,,RALEIGH,NC,27604,(919) 395-0925,2007-06-22T00:00:00.000Z,Mobile Food Units,-78.612591,35.811124,M
1899,4092014931,Lonestar Steakhouse,6601 Knightdale BLVD,,KNIGHTDALE,NC,27545,(919) 217-7070,2007-08-22T00:00:00.000Z,Restaurant,-78.50948,35.796583,M
1900,4092014511,New Japan Express,225 Shenstone BLVD,,GARNER,NC,27529,(919) 771-0708,2006-02-17T00:00:00.000Z,Restaurant,-78.580542,35.691103,M
1901,4092014522,Red Dragon,4051 Davis DR,,MORRISVILLE,NC,27560,(919) 388-1836,2006-03-02T00:00:00.000Z,Restaurant,-78.858116,35.835626,M
1902,4092016962,CHANTICLEER CAFE &amp; BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015-06-22T00:00:00.000Z,Restaurant,-78.762369,35.744158,M
1903,4092016972,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2015-07-14T00:00:00.000Z,Restaurant,-78.829805,35.789145,M
1904,4092016974,MCDONALDS #34433,4980 CARY GLEN BLVD ,,CARY,NC,27519,(919) 462-9904,2015-07-14T00:00:00.000Z,Restaurant,-78.901884,35.819273,M
1905,4092016976,MCDONALDS #28653,1409 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-3190,2015-07-14T00:00:00.000Z,Restaurant,-78.771666,35.593729,M
1906,4092015048,Thai Spices & Sushi,986 High House RD ,,CARY,NC,27513,(919) 319-1818,2008-01-22T00:00:00.000Z,Restaurant,-78.826917,35.78842,M
1907,4092016778,BIRYANI MAXX,590 E. CHATHAM ST.,,CARY,NC,27511,(919) 377-0346,2014-09-29T00:00:00.000Z,Restaurant,-78.768322,35.790375,M
1908,4092016789,KINGS BOWL,141 PARK AT MARKET STREET,,RALEIGH,NC,27609,(919) 600-5700,2014-10-17T00:00:00.000Z,Restaurant,0,0,U
1909,4092016820,DOHERTY'S IRISH PUB &amp; RESTAURANT,5490 APEX PEAKWAY,,APEX,NC,27502,(919) 387-4100,2014-11-17T00:00:00.000Z,Restaurant,0,0,U
1910,4092016821,PEACOCK,2250 GATHERING PARK CIRCLE,,CARY,NC,27519,(919) 234-1387,2014-11-20T00:00:00.000Z,Restaurant,-78.857522,35.820416,M
1911,4092021809,LITTLE CAESARS,3420 TEN TEN ROAD,SUITE 308,CARY,NC,27518,(919) 387-7960,2014-08-04T00:00:00.000Z,Food Stand,-78.792784,35.701891,M
1912,4092015454,SEQIRUS CAFETERIA,475 GREEN OAKS PKY ,,HOLLY SPRINGS,NC,27540,(919) 557-5000,2009-08-21T00:00:00.000Z,Restaurant,-78.867191,35.650812,M
1913,4092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,,2014-08-16T00:00:00.000Z,Pushcarts,-78.538915,35.96855,M
1914,4092016078,TROPICAL PICKEN CHICKEN,2010 S MAIN ST ,STE 406,WAKE FOREST,NC,27587,(919) 435-6812,2012-01-04T00:00:00.000Z,Restaurant,-78.532835,35.949576,M
1915,4092160071,BROOKRIDGE ASSISTED LIVING FOODSERVICE,312 LYNCH ST ,P O BOX 1138,APEX,NC,27502,(919) 362-6266,2009-07-13T00:00:00.000Z,Institutional Food Service,-78.859337,35.726558,M
1916,4092016029,HIBACHI K EXPRESS,4001 WIDE WATERS SUITE B PKY ,,KNIGHTDALE,NC,27545,(919) 480-4016,2011-10-27T00:00:00.000Z,Restaurant,-78.505156,35.795117,M
1917,4092016039,ITALIA EXPRESS,103 N ARENDELL AVE ,,ZEBULON,NC,27597,(919) 269-5157,2011-11-02T00:00:00.000Z,Restaurant,-78.313064,35.821397,M
1918,4092017223,EGGS UP GRILL #17,1436 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4463,2016-05-10T00:00:00.000Z,Restaurant,-78.77067,35.592613,M
1919,4092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016-05-23T00:00:00.000Z,Food Stand,-78.796523,35.707114,M
1920,4092015832,THE LEMON TREE SHOPPING CAFE,113 S WHITE  ST ,,WAKE FOREST,NC,27587,(919) 521-5806,2010-11-24T00:00:00.000Z,Restaurant,-78.509246,35.978886,M
1921,4092016416,JASMIN MEDITERRANEAN BISTRO,424 E SIX FORKS RD ,STE 101,RALEIGH,NC,27609,(919) 743-3336,2013-04-25T00:00:00.000Z,Restaurant,-78.626023,35.820018,M
1922,4092016417,SUBWAY #57757,2020 HILLSBOROUGH ST ,STE 102,RALEIGH,NC,27607,(919) 322-2015,2013-05-30T00:00:00.000Z,Restaurant,-78.662767,35.786629,M
1923,4092011193,El Rodeo Restaurant,2404 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 833-1460,1992-12-10T00:00:00.000Z,Restaurant,-78.625939,35.813784,M
1924,4092021505,Harris Teeter #26 Meat/Seafood,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008-01-25T00:00:00.000Z,Food Stand,-78.6782,35.887872,M
1925,4092015966,Jin Jin China,421 Chapanoke Road,Ste. 162,RALEIGH,NC,27603,(919) 772-8868,2011-05-27T00:00:00.000Z,Restaurant,-78.653318,35.734634,M
1926,4092016401,TRAIN STATION SPORTS BAR &amp; GRILL,301 - C  N HARRISON AVE ,,CARY,NC,27513-4557,(919) 481-2442,2013-04-16T00:00:00.000Z,Restaurant,-78.783341,35.788454,M
1927,4092021781,HIBACHI XPRESS CATERING,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014-01-31T00:00:00.000Z,Food Stand,-78.594744,35.848671,M
1928,4092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28T00:00:00.000Z,Food Stand,-78.845584,35.793256,M
1929,4092016840,MI CANCUN,1106 GRACE PARK DRIVE,,MORRISVILLE,NC,27560,(919) 650-1718,2014-12-30T00:00:00.000Z,Restaurant,-78.846523,35.821113,M
1930,4092017228,Bogey's Bistro,2300 OLD MILBURNIE RD ,,RALEIGH,NC,27604-9778,(919) 428-0938,2016-05-25T00:00:00.000Z,Restaurant,-78.511314,35.818583,M
1931,4092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,,RALEIGH,NC,27603,(919) 977-1071,2014-10-02T00:00:00.000Z,Restaurant,-78.653318,35.734634,M
1932,4092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012-04-18T00:00:00.000Z,Restaurant,-78.780523,35.787694,M
1933,4092016867,HAVANA GRILL,404 W CHATHAM ST ,,CARY,NC,27511,(919) 460-8662,2015-02-06T00:00:00.000Z,Restaurant,-78.788457,35.78704,M
1934,4092016879,PHO PHO PHO NOODLE KITCHEN &amp; BAR,510-103 GLENWOOD AVE.,,RALEIGH,NC,27603,(919) 322-1837,2015-02-25T00:00:00.000Z,Restaurant,-78.64718,35.78663,M
1935,4092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011-03-11T00:00:00.000Z,Meat Market,-78.650237,35.898892,M
1936,4092016261,SUBWAY,1561 E WILLIAMS ST ,,APEX,NC,27539,(919) 367-7785,2012-09-18T00:00:00.000Z,Restaurant,-78.835346,35.706758,M
1937,4092016262,BROOKS STREET BOWL,413 BROOKS  ST ,,WAKE FOREST,NC,27587,(919) 488-1651,2012-09-19T00:00:00.000Z,Restaurant,-78.508758,35.974189,M
1938,4092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,NC,27612,(919) 803-4393,2016-08-02T00:00:00.000Z,Restaurant,-78.679831,35.837024,M
1939,4092021920,THAI BISTRO,4325-2039 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 771-7933,2015-12-01T00:00:00.000Z,Food Stand,-78.676588,35.839589,M
1940,4092015921,SUBWAY #37788,4137 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 481-9515,2011-04-18T00:00:00.000Z,Restaurant,-78.858116,35.835626,M
1941,4092040296,MS G'S HOT DOGS (WCID #470),6400 POOLE RD ,at Carolina Open Air Market,RALEIGH,NC,27610,,2013-06-28T00:00:00.000Z,Pushcarts,-78.535456,35.754334,M
1942,4092016484,DUNKIN DONUTS #351119,999 DURHAM  RD ,STE 103,WAKE FOREST,NC,27587,(919) 556-9007,2013-09-07T00:00:00.000Z,Restaurant,-78.546893,35.975871,M
1943,4092040258,FOODLAND 3 (WCID #406),E MARTIN ST ,,RALEIGH,NC,27602,,2011-07-01T00:00:00.000Z,Pushcarts,0,0,U
1944,4092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,,MORRISVILLE,NC,27560,(919) 460-8141,2013-05-03T00:00:00.000Z,Restaurant,-78.810743,35.807692,M
1945,4092016610,UNCORKED,105 SHADOWLAWN DR ,STE 111,RALEIGH,NC,27614,(919) 847-1530,2014-01-27T00:00:00.000Z,Restaurant,0,0,U
1946,4092017234,BURGER 21,6196 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 900-8807,2016-05-31T00:00:00.000Z,Restaurant,-78.618741,35.866279,M
1947,4092021966,SPEEDWAY #8291,100 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9480,2016-05-19T00:00:00.000Z,Food Stand,-78.800408,35.598188,M
1948,4092017249,AHRI'S,6675-013 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 615-0592,2016-06-21T00:00:00.000Z,Restaurant,-78.623133,35.874838,M
1949,4092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 263-8241,2016-02-19T00:00:00.000Z,Restaurant,-78.495178,35.967329,M
1950,4092017169,THE PROVINCIAL,119 N SALEM ST ,,APEX,NC,27502,(919) 372-5921,2016-03-02T00:00:00.000Z,Restaurant,-78.85138,35.731441,M
1951,4092017183,B. GOOD,555-110 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 803-3223,2016-03-15T00:00:00.000Z,Restaurant,0,0,U
1952,4092015222,ANNA`S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008-09-15T00:00:00.000Z,Restaurant,-78.851265,35.730769,M
1953,4092015245,KFC,1298 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8209,2008-09-09T00:00:00.000Z,Restaurant,-78.779492,35.59145,M
1954,4092015257,ZAXBY`S,2901 HILLSBOROUGH ST ,,RALEIGH,NC,27606,(919) 832-7707,2008-08-26T00:00:00.000Z,Restaurant,-78.675494,35.789029,M
1955,4092015276,SALEM STREET PUB,113 N SALEM ST ,,APEX,NC,27502,(919) 387-9992,2008-10-31T00:00:00.000Z,Restaurant,-78.851548,35.731185,T
1956,4092015278,CARY LAKESIDE CAFE,7000 WESTON PKY ,,CARY,NC,27513,(919) 377-5214,2008-11-03T00:00:00.000Z,Restaurant,-78.791951,35.830932,M
1957,4092017242,"ELIXIR COFFEE, ETC",2000 BOULDER STONE WAY ,,CARY,NC,27519,(919) 388-3783,2016-06-17T00:00:00.000Z,Restaurant,-78.848593,35.791565,M
1958,4092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016-06-24T00:00:00.000Z,Restaurant,-78.832927,35.635,M
1959,4092017262,MCALISTER'S DELI #100956,5505 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 900-7846,2016-07-15T00:00:00.000Z,Restaurant,-78.582658,35.860646,M
1960,4092017279,PIEOLOGY #8094,4158 MAIN AT NORTH HILLS ST ,SUITE 103,RALEIGH,NC,27609,(919) 803-5860,2016-07-15T00:00:00.000Z,Restaurant,-78.643231,35.837186,M
1961,4092014505,Sosta Cafe,130 E Davie ST,,RALEIGH,NC,27601,(919) 833-1006,2006-02-16T00:00:00.000Z,Restaurant,-78.637626,35.775181,M
1962,4092016074,PENN STATION #251,1013 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 388-3368,2011-12-23T00:00:00.000Z,Restaurant,-78.81676,35.804544,M
1963,4092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,-78.737791,35.885673,M
1964,4092021351,Earth Fare The Healthy Supermarket Meat Dept.,10341 Moncreiffe RD ,,RALEIGH,NC,27617,(828) 712-4504,2005-08-24T00:00:00.000Z,Food Stand,-78.792101,35.899963,M
1965,4092013959,Milton`s Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003-12-23T00:00:00.000Z,Restaurant,-78.54213,35.944263,M
1966,4092015351,TOM YUM THAI,685 CARY TOWN  BLVD ,,CARY,NC,27511,(919) 463-5523,2009-02-03T00:00:00.000Z,Restaurant,0,0,U
1967,4092021793,HARRIS TEETER #236 - PRODUCE,7145 O'KELLY CHAPEL RD ,,CARY,NC,27519,,2014-06-06T00:00:00.000Z,Food Stand,-78.888246,35.844151,M
1968,4092040319,Jim's Ole Time Hot Dogs (WCID #501),10125 Division Dr,,Raleigh,NC,27603,(919) 614-0701,2014-07-02T00:00:00.000Z,Pushcarts,-78.711434,35.633983,M
1969,4092016642,SUBWAY #35970,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 773-1993,2014-03-14T00:00:00.000Z,Restaurant,-78.658582,35.718941,M
1970,4092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,,ZEBULON,NC,27597,(919) 404-1218,2007-08-17T00:00:00.000Z,Restaurant,-78.326264,35.821249,M
1971,4092015361,MELLOW MUSHROOM,2125 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-8884,2009-03-24T00:00:00.000Z,Restaurant,-78.535496,35.947102,M
1972,4092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,NC,27513,(919) 469-4949,2012-01-25T00:00:00.000Z,Food Stand,-78.812411,35.784391,M
1973,4092016105,THE GARDEN ON MILLBROOK,2400 E MILLBROOK RD ,,RALEIGH,NC,27604-2806,(919) 790-8900,2012-02-15T00:00:00.000Z,Restaurant,-78.596041,35.84755,M
1974,4092021958,GARNER RECREATIONAL PARK CONCESSION,221 E GARNER RD ,,GARNER,NC,27529,,2016-04-08T00:00:00.000Z,Food Stand,-78.602809,35.709444,M
1975,4092015210,Moe's Southwest Grill #205,168 SHENSTONE BLVD ,,GARNER,NC,27529,(919) 779-0311,2008-07-21T00:00:00.000Z,Restaurant,-78.580542,35.691103,M
1976,4092015231,BRUEGGERS BAGELS #223,4212 NW CARY PKY ,,CARY,NC,27513,(919) 463-5563,2008-09-30T00:00:00.000Z,Restaurant,-78.827064,35.790861,M
1977,4092016110,CHICK-FIL-A #2850,2000  CAMERON ST ,,RALEIGH,NC,27605,(919) 821-1155,2012-02-23T00:00:00.000Z,Restaurant,-78.658511,35.791421,M
1978,4092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015-09-25T00:00:00.000Z,Food Stand,-78.802481,35.604861,M
1979,4092017068,PIZZA HUT #9206,6429-C GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 781-1133,2015-10-29T00:00:00.000Z,Restaurant,-78.706402,35.858646,M
1980,4092017076,TROPICAL SMOOTHIE CAFE #NC22,2028 KILDAIRE FARM RD ,,CARY,NC,27519,(919) 599-3593,2015-11-03T00:00:00.000Z,Restaurant,-78.780687,35.735675,M
1981,4092017082,MATTHEWS HOUSE CAFE &amp; CATERING,317 W CHATHAM ST ,,CARY,NC,27511,(919) 467-1944,2015-11-23T00:00:00.000Z,Restaurant,-78.787234,35.786487,M
1982,4092140596,CARY CHRISTIAN SCHOOL FIELD HOUSE,1328 OLD APEX RD ,,CARY,NC,27513,(919) 367-7558,2016-05-24T00:00:00.000Z,Limited Food Service,-78.806397,35.774844,M
1983,4092017238,MEDITTERRA GRILL,108 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-7851,2016-06-09T00:00:00.000Z,Restaurant,-78.849481,35.662665,M
1984,4092110512,WHITE OAK ELEMENTARY SCHOOL CAFETERIA,1512 WHITE OAK CHURCH RD ,,CARY,NC,27523,,2016-08-12T00:00:00.000Z,Public School Lunchrooms,-78.921281,35.782167,M
1985,4092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1065,2016-08-11T00:00:00.000Z,Restaurant,-78.708699,35.859691,M
1986,4092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016-08-16T00:00:00.000Z,Restaurant,-78.82788,35.830126,M
1987,4092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016-08-15T00:00:00.000Z,Restaurant,-78.780575,35.804703,M
1988,4092300206,Lowes Foods #189 Meat Market ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(217) 918-4,2002-08-20T00:00:00.000Z,Meat Market,-78.505156,35.795117,M
1989,4092013641,California Pizza Kitchen,5959 Triangle Town Center RD ,Ste 2121,RALEIGH,NC,27616,(919) 792-0333,2002-08-09T00:00:00.000Z,Restaurant,-78.576039,35.865999,M
1990,4092015299,SPRING KITCHEN,1110-100 GREEN LEVEL TO DURHAM  RD ,,CARY,NC,27519,(919) 462-1388,2008-12-05T00:00:00.000Z,Restaurant,0,0,U
1991,4092016955,NEIGHBORHOOD BOTTLE SHOP,1341 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 694-5323,2015-06-16T00:00:00.000Z,Restaurant,-78.781947,35.759761,M
1992,4092016957,STARBUCKS- TALLEY,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-2013,2015-06-12T00:00:00.000Z,Restaurant,-78.678729,35.784483,M
1993,4092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,Cary,NC,27511,(919) 977-7244,2014-07-11T00:00:00.000Z,Restaurant,-78.748891,35.761767,M
1994,4092016720,Red Snapper Grill,409 W. Gannon Avenue,,Zebulon,NC,27597,(919) 404-8298,2014-07-11T00:00:00.000Z,Restaurant,-78.322957,35.820266,M
1995,4092017255,SONIC DRIVE-IN #4349,4648 Atlantic AVE ,,RALEIGH,NC,27604,(919) 876-5185,2016-07-07T00:00:00.000Z,Restaurant,-78.601265,35.84763,M
1996,4092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016-07-28T00:00:00.000Z,Food Stand,-78.685477,35.941901,M
1997,4092017283,WENDY'S #6330,7200 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 676-8933,2016-08-15T00:00:00.000Z,Restaurant,-78.645001,35.878006,M
1998,4092017271,WENDY'S #6335,4510 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-0711,2016-08-17T00:00:00.000Z,Restaurant,-78.655425,35.718911,M
1999,4092017112,LARRY'S SOUTHERN KITCHEN,4205 FAYETTEVILLE RD ,,GARNER,NC,27529,(919) 779-3933,2015-12-11T00:00:00.000Z,Restaurant,0,0,U
2000,4092015303,ROMANOS MACARONI GRILL,740 SE MAYNARD RD ,,CARY,NC,27511,(919) 467-7727,2008-12-10T00:00:00.000Z,Restaurant,-78.763372,35.770042,M
1,4092014008,Jordan Oaks,10820 Penny Rd ,,CARY,NC,27511,(919) 387-8250,2004-03-22T00:00:00.000Z,Restaurant,-78.7955,35.717353,M
2,4092014027,Jersey Mike`s Of Cary,701 Cary Towne BLVD ,,CARY,NC,27511,(919) 461-8100,2004-03-30T00:00:00.000Z,Restaurant,-78.766771,35.776748,M
3,4092014031,China King,1861 Aversboro Rd,,GARNER,NC,27529,(919) 771-1141,2004-04-26T00:00:00.000Z,Restaurant,-78.61584,35.685067,M
4,4092014036,Murphy House Restaurant-Dorton Arena,1025 Blue Ridge Rd,,RALEIGH,NC,27607,(919) 522-0834,2004-05-07T00:00:00.000Z,Restaurant,-78.715161,35.796348,M
5,4092014076,Moonlight Pizza Company,615 W Morgan St,,RALEIGH,NC,27603,(919) 755-9133,2004-06-22T00:00:00.000Z,Restaurant,-78.648776,35.779609,M
6,4092013047,Wake Forest BP Restaurant,103 N WHITE ST,,WAKE FOREST,NC,27587-2645,(919) 554-2294,1999-11-17T00:00:00.000Z,Restaurant,-78.509345,35.979843,M
7,4092030110,A Taste of New York #4 (WCID #007),301-H W Hargett ST ,,RALEIGH,NC,27602,(919) 272-0405,2004-04-01T00:00:00.000Z,Mobile Food Units,-78.643516,35.778361,M
8,4092014019,Jason`s Deli,8421-101 Brier Creek Pky ,,RALEIGH,NC,27617,(919) 572-9996,2004-04-07T00:00:00.000Z,Restaurant,-78.785787,35.906706,M
9,4092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004-05-04T00:00:00.000Z,Restaurant,-78.626974,35.891974,M
10,4092014062,CARRABBA'S ITALIAN GRILL #8407,1148 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 467-9901,2004-06-09T00:00:00.000Z,Restaurant,-78.783643,35.765584,M
11,4092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004-07-09T00:00:00.000Z,Public School Lunchrooms,-78.875221,35.77276,M
12,4092014090,Moe`s Southwest Grill,7850-115 Alexander Promonade Pl ,,RALEIGH,NC,27617,(919) 957-9075,2004-07-14T00:00:00.000Z,Restaurant,-78.780326,35.912592,M
13,4092030117,Pupuseria El Salvador (WCID #403),8805 Old Stage RD,,GARNER,NC,27529,(919) 625-4405,2004-08-20T00:00:00.000Z,Mobile Food Units,0,0,U
14,4092011501,Boston Market,4558 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 981-7450,1994-08-22T00:00:00.000Z,Restaurant,-78.578966,35.845714,M
15,4092110079,Fox Road Elementary Cafeteria,7101 Fox Rd,,RALEIGH,NC,27616-6353,(919) 850-8853,1991-10-28T00:00:00.000Z,Public School Lunchrooms,-78.555353,35.873724,M
16,4092110014,Brentwood Elementary Cafeteria,3426 Ingram Dr,,RALEIGH,NC,27604-2536,(919) 850-8727,1991-09-18T00:00:00.000Z,Public School Lunchrooms,-78.596915,35.829252,M
17,4092021215,Food Lion #2534 Meat Market/Seafood,13200 New Falls Of Neuse Rd,,RALEIGH,NC,27614,(919) 562-8912,2003-09-04T00:00:00.000Z,Food Stand,-78.55982,35.940755,M
18,4092014026,Jersey Mike`s Subs,957 High House Rd,,CARY,NC,27513,(919) 461-0660,2004-04-07T00:00:00.000Z,Restaurant,-78.828206,35.787252,M
19,4092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992-02-19T00:00:00.000Z,Food Stand,-78.624357,35.805617,M
20,4092040128,Groovy Dogs #2 (WCID #127),400 Fayetteville ST ,,RALEIGH,NC,27520,(919) 524-8911,2003-09-30T00:00:00.000Z,Pushcarts,-78.639883,35.77538,M
21,4092013938,Quiznos Sub # 91,6605 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 676-1909,2003-11-13T00:00:00.000Z,Restaurant,-78.624449,35.873968,M
22,4092014046,Overtime Sports Pub,1030-149 N Rogers Ln ,,RALEIGH,NC,27610,(919) 255-9556,2004-05-04T00:00:00.000Z,Restaurant,-78.549673,35.791986,M
23,4092021272,Moe`s Southwest Grill,4325 Glenwood Ave ,Suite 2037,RALEIGH,NC,27612,(919) 235-4550,2004-05-01T00:00:00.000Z,Food Stand,-78.681845,35.841838,T
