name,address,phone,id,url,rating,review_count,longitude,latitude,is_closed
Colina Del Sol Park & Rec Center,"5319 Orange Ave San Diego, CA 92115",16192351144,WluUkoIKXi7NXxjocirJdQ,https://www.yelp.com/biz/colina-del-sol-park-and-rec-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,13,-117.0803559,32.7529087,FALSE
Colina Park Golf Course,"4085 52nd St San Diego, CA 92105",16192554425,#NAME?,https://www.yelp.com/biz/colina-park-golf-course-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,50,-117.0834274,32.7510376,FALSE
Colina del Sol Pool,"4150 54th Pl San Diego, CA 92115",16192351147,XcanAKZ4qP92CgO-kdl5vg,https://www.yelp.com/biz/colina-del-sol-pool-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,-117.078808,32.752564,FALSE
Presidio Hills Golf Course,"4136 Wallace St San Diego, CA 92110",16192959476,7fxEGsD6Ku7W2jyBPVx94A,https://www.yelp.com/biz/presidio-hills-golf-course-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,29,-117.196417,32.756849,FALSE
City of San Diego,"202 C St San Diego, CA 92101",16192365555,k5nU4JiN1aw3qasN0vyORg,https://www.yelp.com/biz/city-of-san-diego-san-diego-31?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,211,-117.1626201,32.716951,FALSE
Chollas Lake Park,"6350 College Grove Dr San Diego, CA 92115",16195277683,oI4GUGlYlZu8XDvwbi84dA,https://www.yelp.com/biz/chollas-lake-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,141,-117.0605608,32.73733996,FALSE
Charles Lewis III Memorial Park,"4612 Home Ave San Diego, CA 92105",,XDRPEY4KJxwpIaCC380QAQ,https://www.yelp.com/biz/charles-lewis-iii-memorial-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,9,-117.0943659,32.73361602,FALSE
Lake Miramar,"10710 Scripps Lake Dr San Diego, CA 92131",16194653474,6aa7dDmGhAgjrWcTXRv7Sw,https://www.yelp.com/biz/lake-miramar-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,410,-117.099444,32.91362555,FALSE
San Diego School of Survival,"7190 Miramar Rd San Diego, CA 92121",17608157673,cWJ7CPr5JFezTyMUkTEXnw,https://www.yelp.com/biz/san-diego-school-of-survival-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,5,-117.1586055,32.8814969,FALSE
Memorial Skate Park,"702 S 30th St San Diego, CA 92113",16192340204,g0mm_uK7cd_bwJ_T4Gq9UA,https://www.yelp.com/biz/memorial-skate-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,7,-117.1296613,32.6989422,FALSE
Memorial Park,"373 Park Way Chula Vista, CA 91910",,5GUw8Tm401OAQERshTQL6Q,https://www.yelp.com/biz/memorial-park-chula-vista?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,2.5,8,-117.0808105,32.63852692,FALSE
War Memorial Building,"3325 Zoo Dr San Diego, CA 92101",16192351169,cv2ruuGCBgzZ_pB03I4YBA,https://www.yelp.com/biz/war-memorial-building-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,2,-117.1479077,32.73880124,FALSE
Memorial Park,"Flower And Anahurst Santa Ana, CA 92707",,#NAME?,https://www.yelp.com/biz/memorial-park-santa-ana?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,11,-117.878387,33.71905686,FALSE
El Camino Memorial Park,"5600 Carroll Canyon Rd San Diego, CA 92121",18584532121,3jC2jlmKSsqThZpxBju3EQ,https://www.yelp.com/biz/el-camino-memorial-sorrento-valley-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,91,-117.18442,32.89355,FALSE
Greenwood Memorial Park & Mortuary,"4300 Imperial Ave San Diego, CA 92113",16194501479,k6lfz4ATIqoOCMRlBB6gGg,https://www.yelp.com/biz/greenwood-memorial-park-and-mortuary-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,193,-117.1030815,32.7059012,FALSE
Burial At Sea San Diego,"1880 Harbor Island Dr Ste B-200 San Diego, CA 92101",16198875443,o3RBsBMLBSMKaFxakq7y9w,https://www.yelp.com/biz/burial-at-sea-san-diego-san-diego-5?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,4,-117.2055702,32.7256718,FALSE
Burials At Sea,"1380 Harbor Island Dr San Diego, CA 92101",18582229479,gIW14bI_XFqCFMc7NbdE3Q,https://www.yelp.com/biz/burials-at-sea-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.1982269,32.727211,FALSE
Vintage Soul Charters,"2838 Garrison St San Diego, CA 92106",16197225883,bkSYfAo99my_5znqrQX_xw,https://www.yelp.com/biz/vintage-soul-charters-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.22674,32.72477,FALSE
San Diego Burial At Sea,"2240 Shelter Island Dr San Diego, CA 92106",16199870663,jQVuey1ngUFCezrbxBu2YQ,https://www.yelp.com/biz/san-diego-burial-at-sea-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,26,-117.2220089,32.719324,FALSE
Casket Gallery Showrooms,"San Diego, CA 92120",18005507262,hcYVr3NCG5c3xXA8NiDZfw,https://www.yelp.com/biz/casket-gallery-showrooms-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.0906396,32.7820714,FALSE
Rose Canyon Open Space Park,"San Diego, CA 92122",18585819961,4GZKjvaITDpWllbXPtaskg,https://www.yelp.com/biz/rose-canyon-open-space-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,25,-117.212504,32.859997,FALSE
Cortez Cremations and Funeral Services,"2169 1st Ave San Diego, CA 92101",16192407620,UEJm3_j4B5cdS4-Yyeq-Vw,https://www.yelp.com/biz/cortez-cremations-and-funeral-services-san-diego-3?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,7,-117.1636337,32.72805301,FALSE
Mount Hope Cemetery,"3751 Market St San Diego, CA 92102",16195273400,xc6YfYiVlV-IdbH7L07RWQ,https://www.yelp.com/biz/mount-hope-cemetery-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,17,-117.1148593,32.7113899,FALSE
Ashes On The Sea,"San Diego, CA 92171",18582772799,2akk9oY7gwzDFqCpOtuv8A,https://www.yelp.com/biz/ashes-on-the-sea-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,32,-117.1704788,32.78287125,FALSE
Balboa Cremation Services,"4658 30th St San Diego, CA 92116",16195638810,0wzDxk9P4iF6yVOwvFhH4g,https://www.yelp.com/biz/balboa-cremation-services-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,25,-117.1304297,32.7621246,FALSE
Encanto Recreation Center,"6508 Wunderlin Ave San Diego, CA 92114",16195273411,s4aJ09QgFwJg2ikssKkv7w,https://www.yelp.com/biz/encanto-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,3,-117.0579637,32.71472564,FALSE
Encanto Park,"777 Encanto Pkwy Duarte, CA 91010",,tEm-w1ClFAIxd7_DublHUw,https://www.yelp.com/biz/encanto-park-duarte?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,19,-117.9380608,34.14290669,FALSE
Radio Drive Canyon,"Emerald Hills Radio Dr Or Pitta St San Diego, CA 92114",,13epTDTtFwraOly9S8B1TQ,https://www.yelp.com/biz/radio-drive-canyon-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,1,-117.0727611,32.7100593,FALSE
El Toyon Park,"2005 E 4th St National City, CA 91950",,c80QQwF8FtonuEtmreSvug,https://www.yelp.com/biz/el-toyon-park-national-city?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,17,-117.0876372,32.6851995,FALSE
Fiesta Island Off Leash Dog Park,"150 E Mission Bay Dr San Diego, CA 92109",,92BetTnvgfw4VL1FelveDQ,https://www.yelp.com/biz/fiesta-island-off-leash-dog-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,67,-117.2163918,32.77165122,FALSE
Encanto Veterans of Foreign Wars 6874,"6873 Federal Blvd Lemon Grove, CA 91945",16195836873,dm7tGSZ5hlMo5TPFBkuqrA,https://www.yelp.com/biz/encanto-veterans-of-foreign-wars-6874-lemon-grove?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,-117.0501,32.7401,FALSE
Marcy Park,"5500 Stresemann St San Diego, CA 92122",16195258213,m8FoDtPuym6HmWUCWqx5Ow,https://www.yelp.com/biz/marcy-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,8,-117.223245,32.847289,FALSE
Gershwin Neighborhood Park,"3471 3587 Conrad Ave San Diego, CA 92117",,AMB_1P2Lgor4wI3jguLZlw,https://www.yelp.com/biz/gershwin-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,6,-117.211569,32.834966,FALSE
Aaron Bowen,"San Diego, CA 92101",,Z2xQeHrmV0CE3i_3TO4ZhA,https://www.yelp.com/biz/aaron-bowen-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.16431,32.7211,FALSE
San Dieguito County Park,"1628 Lomas Santa Fe Dr Del Mar, CA 92014",18587552386,tvHzfP9XUCZa_y-QOC4uXQ,https://www.yelp.com/biz/san-dieguito-county-park-del-mar?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,49,-117.2380967,32.9960741,FALSE
Lyceum Theatre,"79 Horton Plz San Diego, CA 92101",16195441000,pIRoymoElSJrY-IBuSx_YQ,https://www.yelp.com/biz/lyceum-theatre-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,95,-117.1618841,32.71459249,FALSE
San Diego Symphony,"750 B St Jacobs Music Center San Diego, CA 92101",16192350804,TMvtiDLHNYbRmfzR1ySIYg,https://www.yelp.com/biz/san-diego-symphony-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,103,-117.15789,32.71806,FALSE
The Old Globe,"1363 Old Globe Way San Diego, CA 92101",16192345623,bOoOdVXL2Z2Tg9yUexCw0A,https://www.yelp.com/biz/the-old-globe-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,292,-117.1522108,32.73216871,FALSE
Summer Pops,"Located Behind The San Diego Convention Ctr San Diego, CA 92101",,RO-CZkLMe0mNl709SalNBw,https://www.yelp.com/biz/summer-pops-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,35,-117.1631942,32.70540189,FALSE
North Coast Repertory Theatre,"987 Lomas Santa Fe Dr Ste D Solana Beach, CA 92075",18584811055,3fNAAn8JpyuJk_3gGzd7gA,https://www.yelp.com/biz/north-coast-repertory-theatre-solana-beach?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,34,-117.2520944,32.995421,FALSE
The Shout! House,"655 4th Ave San Diego, CA 92101",16192316700,zqGu8-7PnyTOFs_9Hd0eqA,https://www.yelp.com/biz/the-shout-house-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1348,-117.1609251,32.7121288,FALSE
Macdowell Neighborhood Park,"5183 Arvinels Ave San Diego, CA 92117",,Es1rD09P1MODybrntsnwWw,https://www.yelp.com/biz/macdowell-neighborhood-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,2,-117.1749725,32.8398323,FALSE
Serra Mesa Recreation Center,"9020 Village Glen Dr San Diego, CA 92123",18585731408,ZYiKOYJi2M_RD1jAk0Ep7g,https://www.yelp.com/biz/serra-mesa-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,7,-117.1330347,32.8050949,FALSE
Pacific Beach,"4500 Mission Blvd San Diego, CA 92109",,Hq9mQ2sqyMpyGEIOIFx2kw,https://www.yelp.com/biz/pacific-beach-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,445,-117.255689,32.796636,FALSE
La Jolla Shores,"8200 Camino Del Oro La Jolla, CA 92037",16192351169,f5AS-4u9jmKpuMbWmGjU-A,https://www.yelp.com/biz/la-jolla-shores-la-jolla?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,485,-117.2576412,32.85695472,FALSE
Ocean Beach Volleyball Courts,"2100 Spray St San Diego, CA 92107",,YcdblKwl_yDVkQQodDQuOQ,https://www.yelp.com/biz/ocean-beach-volleyball-courts-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,7,-117.2516017,32.75252536,FALSE
Black's Beach,"2800 Torrey Pines Scenic Dr La Jolla, CA 92037",,tsBR2kTxgYFCKaZyCl829w,https://www.yelp.com/biz/blacks-beach-la-jolla?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,415,-117.2507594,32.87737993,FALSE
Ocean Beach,"1950 Abbott St San Diego, CA 92107",,Mw3GeD4geD0hlrlqqOHtng,https://www.yelp.com/biz/ocean-beach-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,272,-117.2368013,32.75341538,FALSE
Mission Point Park,"2600 Bayside Ln Mission Bay Park San Diego, CA 92109",16195258213,zVMPbsuabmZh0p9JZAweuQ,https://www.yelp.com/biz/mission-point-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,9,-117.2459295,32.76116574,FALSE
Mission Beach,"3000 Mission Blvd San Diego, CA 92109",,zAXDAE_TP6_e_w45zYb6dw,https://www.yelp.com/biz/mission-beach-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,62,-117.252069,32.768777,FALSE
Just Kayak,"4090 Dawes St San Diego, CA 92109",16197368663,U05n7HO5DJEBhaJ80Mva7g,https://www.yelp.com/biz/just-kayak-san-diego-7?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,79,-117.2481301,32.7917517,FALSE
Windansea Beach,"6800 Neptune Pl San Diego, CA 92037",,NtMP7io1gUMqwweQAiIh8g,https://www.yelp.com/biz/windansea-beach-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,189,-117.2804747,32.83012039,FALSE
Pacific Beach Recreation Center,"1405 Diamond St San Diego, CA 92109",18585819927,JM7iBT1tkW0ddm76H-TGXQ,https://www.yelp.com/biz/pacific-beach-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,16,-117.2452893,32.8016093,FALSE
Electra Bike Forums,"San Diego, CA 92101",,0RtQjfH3iy6ZeWLHYq9Ykw,https://www.yelp.com/biz/electra-bike-forums-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,4,-117.16431,32.7211,FALSE
Vacation Isle Park,"Hibiscus Ln San Diego, CA 92109",16192351169,xE7Np-zCt9pDyzJ8RLmOBw,https://www.yelp.com/biz/vacation-isle-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,8,-117.2364882,32.77230996,FALSE
Shell Beach,"Coast Blvd San Diego, CA 92037",,99OU_xkTItBdvikrh-tLfA,https://www.yelp.com/biz/shell-beach-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,30,-117.27632,32.850389,FALSE
San Diego River Bike Path,"San Diego River San Diego, CA 92108",,kXE2O2BBKA6lcBODcHPuxA,https://www.yelp.com/biz/san-diego-river-bike-path-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,19,-117.2176409,32.75844324,FALSE
Lomita Park,"24428 Eshelman Ave Lomita, CA 90717",13103260140,YhNXOGIu-HogTBxOBt6wQw,https://www.yelp.com/biz/lomita-park-lomita?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,17,-118.3144051,33.803455,FALSE
Officer Christopher Wilson Memorial Park,"San Diego, CA",,fg97iBKVfgNgf3ehS6Rkvw,https://www.yelp.com/biz/officer-christopher-wilson-memorial-park-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,1,,,FALSE
Maggie Houlihan Memorial Dog Park,"425 Santa Fe De Dr Encinitas, CA 92024",,BMyWCL0ZXaO4etOOIYp7PQ,https://www.yelp.com/biz/maggie-houlihan-memorial-dog-park-encinitas?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,89,-117.2828488,33.03227379,FALSE
Strata,"969 Market St San Diego, CA 92101",16197583580,AAoALe4KHwgoAg6yxjaC7w,https://www.yelp.com/biz/strata-san-diego-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,71,-117.155984,32.711469,FALSE
Seville Realty Group,"4421 Park Blvd Ste 101 San Diego, CA 92116",16192608121,rySi3o5k_KNuu0suY1FY1g,https://www.yelp.com/biz/seville-realty-group-san-diego-3?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,25,-117.14595,32.75795,FALSE
Air Concierge,"San Diego, CA 92101",18587716910,JDKWo_p3f8StMKGqjW4I4w,https://www.yelp.com/biz/air-concierge-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,44,-117.16433,32.72508,FALSE
Windsor at Aviara,"6610 Ambrosia Ln Carlsbad, CA 92011",18447108138,qtXVccm-YvBV-kolJs_dtg,https://www.yelp.com/biz/windsor-at-aviara-carlsbad-2?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,75,-117.280423,33.110727,FALSE
Cedar Creek Falls,"15519 Thornbush Rd Ramona, CA 92065",18586736180,HEg6MNUeaygCfW8RBPm01g,https://www.yelp.com/biz/cedar-creek-falls-ramona?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4.5,310,-116.7005968,33.0060723,FALSE
Alex Road Skatepark,"3300 Alex Rd Oceanside, CA 92058",17604355619,wxVybIPVegnWpPWLx7K59g,https://www.yelp.com/biz/alex-road-skatepark-oceanside?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,9,-117.344801,33.221923,FALSE
Mountain View Community Center,"641 S Boundary St San Diego, CA 92113",16195273417,ypH2v3qcdH0VKDrh9sGEqA,https://www.yelp.com/biz/mountain-view-community-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,4,2,-117.1056,32.69911,FALSE
Allied Gardens Recreational Center,"5155 Greenbrier Ave San Diego, CA 92120",16192351129,ZpW4L1AQ9Az3RTFviQsjpA,https://www.yelp.com/biz/allied-gardens-recreational-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3,5,-117.0795614,32.79573642,FALSE
San Carlos Recreation Center,"6445 Lake Badin Ave San Diego, CA 92119",16195273443,6OlCEplwzh4TeSgrR4WAXQ,https://www.yelp.com/biz/san-carlos-recreation-center-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,3.5,9,-117.0219569,32.7987,FALSE
RJC Athletics,"San Diego, CA 92120",16198845618,KUY7ArkLIOWE-SLn9JgD-g,https://www.yelp.com/biz/rjc-athletics-san-diego?adjust_creative=hmmCGZSVHTOU9H8cd4CkOg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hmmCGZSVHTOU9H8cd4CkOg,5,3,-117.09107,32.79276,FALSE
