id,rating,text
Potato Chip Rock,5,"Should have known this hike would be crowded as things have opened back up, but man...it was croooowded. We did the back side off highway 67 and it was..."
Potato Chip Rock,5,"Something difficult to do during pandemic. 
I was challenged but made the 7 1/2 mile hike. We brought lots of food and drink and skipped the iconic photo..."
Potato Chip Rock,5,"-No bathroom so empty your bladder
-2 miles from the Ramona fire station. No parking fee. 
- very steep takes 1 hour to 1 1/2 hours
-yes kids can do it
-..."
Linda Vista Skate Park,5,"Huge 35,000 square-foot skate park open to the public. This is part of the city of San Diego parks and recreation dept

It can get busy, great place to..."
Linda Vista Skate Park,5,This park is so new and clean! It's definitely a family place; tons of kids. It's a great park for all levels of skaters. Seems like they had a place for...
Linda Vista Skate Park,5,This place is very nice very clean my nephews are thoroughly enjoying it here from Chicago
Edward Tyler Cramer Park,3,This park is a super small park located to the left of the Carmel apartment complex and right across the street from USD. It seems like such an odd place to...
Edward Tyler Cramer Park,5,"My first visit to the newly opened Edward (Ed) Tyler Cramer Park in Linda Vista was just electrifying. I was shocked by how nicely landscaped it was,..."
Edward Tyler Cramer Park,1,There is NO PARKING. This is a taxpayer maintained park that only caters to Carmel Pacific Ridge Apartments.
Tecolote Canyon Natural Park & Nature Center,5,"A great place to go for a hike and enjoy some nature in the middle of an urban area. 
Very family friendly, make a stop at the nature center is very..."
Tecolote Canyon Natural Park & Nature Center,4,Leg workout for sure! These hills are a great cardio workout and great for working that apple bottom ladies! There are several different trails you can take...
Tecolote Canyon Natural Park & Nature Center,4,"On a cool day, this was a nice hike. We parked on Lanston in a residential area in Linda Vista (which looked a little sketchy) where we entered through an..."
Bay Park,5,Bay park is a great neighborhood. From local craft beer to local Yoga Studios. Visit Warrior Shiva Yoga for a heated vinyasa or non-heated restorative class...
Bay Park,2,Bay Park has been a disappointment on the last few visits. Menu has changed. Portions have shrunk and prices have risen. We have eaten here at least once a...
Bay Park,4,Bay Park is the residential area located just east of the 5 across from Mission Bay and just north of Old Town..  If you get off at the Seaworld Exit or the...
South Mission Beach,5,This place is absolutely amazing... Other views are so breathtaking... I come here with my family and we absolutely love just sitting at the beach and...
South Mission Beach,4,"I needed to get out of my apartment and do / see something creative, so with a little quick search, I was able to find South Mission Beach.  More..."
South Mission Beach,5,This is a beautiful place to go walking or running next to the water. There are fantastic views and places to sit and enjoy the beach.
Coastal Rail Trail,4,"I like to exercise, but I'm not exactly running marathons or Iron Man's or anything. That's why this little trail through the heart of Solana Beach is just..."
Coastal Rail Trail,5,"This weekend, Mrs. Picante del Monte and I left our kids at their grandparents for a few days of unadulterated spoiling, sugar, and screen time to enjoy..."
Coastal Rail Trail,5,"Beautiful example of a community project. The Coastal Rail Trail shows that people care  about a place to walk, bike or run. The artwork and landscaping is..."
Coronado Ferry Landing,5,As a reviewer that I like to find the fun and interesting things that I like and maybe some good food along the way yet there has been many closures and the...
Coronado Ferry Landing,4,"Coronado Ferry Landing

Love this area of Coronado with the views of the San Diego skyline, the pathway along the shore and of course Peohe's.

Nice..."
Coronado Ferry Landing,4,"I have lived in San Diego my entire life and I am ashamed to say that this was my first time ever riding the ferry!  

My family and I were in Coronado and..."
Little Italy,5,"Prior to covid19, I was never a big fan of going ""downtown"" anywhere. Whether it was in Honolulu, San Francisco, Los Angeles, or even here in San..."
Little Italy,5,"Recently visited last weekend and was glad to see that establishments were open for business and that people were supporting them all.

With tons of..."
Little Italy,5,"For these Covid times, kudos for all who coordinated so that businesses could expand out to the parking spots and sidewalks next to the dining wondrous..."
Swamis Seaside Park,4,It never fails when I travel through here that someone will ask about the SRF in my license plate. They tend to assume it stands for Self-Realization...
Swamis Seaside Park,3,The view of course can't be beat.  Some parking but of course never enough when the weather is good.  I like the memorial benches honoring locals who hung...
Swamis Seaside Park,4,So Swami's is pretty small and the parking may suck but it has a great view of the ocean. There are some stairs down to the beach which is a workout going...
Santee Lakes Recreation Preserve,4,I am very lucky that the saddest part of COVID has been my lack of travel.  My kids are more than happy sitting at home.  I guess that means that I've made...
Santee Lakes Recreation Preserve,5,I'm honestly screaming right now guys!!! Santee Lakes why are you so perfect and cute!!!!?!? If you don't know this already I love the word cute and I get...
Santee Lakes Recreation Preserve,3,"In between the heatwaves during August, I was looking to hike around a body of water that I had not explored before. Santee Lakes Recreation Preserve is..."
Fiesta Island,5,Great place to chill out with family and friends. Fishing here is not bad on the east side. Most of the time you will catch sting rays. Definitely be...
Fiesta Island,4,"One of my favorite places in San Diego! 
You can do so much here...
BBQ, Paddle Board, Take a dip in the water, bike, walk your dog... you get the point.
My..."
Fiesta Island,5,"One of the best spots in San Diego for recreational activities. The island is also home to the largest dog park in the United States! For being so close by,..."
Tecolote Youth Baseball,5,Best youth baseball in SD - hands down. Great community coaches and tons of fun for my kids
Western Hills Park,4,Great neighborhood family park. I've been taking my kids for 10 years. Typically not crowded but recently found it best to go early. Seems after 4 weekdays...
Western Hills Park,4,"Hey now, who doesn't like a nice park? This is a nice one offering a children's playground, a full court basketball court, beautiful grass meadows, walking..."
Western Hills Park,2,"I almost got a ticket there for having my dog off leash. 
It's a $250,00 fine. She let me go because it's Christmas Eve. 
There is no bathroom for my..."
South Clairemont Recreation Center & Community Park,1,Stay away from the youth theater program if you aren't a born again Christian! You might offend the born again Christian director Ben Greene who...
South Clairemont Recreation Center & Community Park,5,"I contacted the staff here in order to obtain a permit to host an event at one of the parks in Clairemont.

It was a super last minute request since we are..."
South Clairemont Recreation Center & Community Park,4,We came here to check out the Clairemont Family day and it was a blast. Very limited shade so it was hot as hell walking around but the park is large and...
North City Youth Baseball League,5,My son has been in the league for 5 years.  We have made lots of friends and have enjoyed the coaches.  The league is also very supportive of girls playing...
North City Youth Baseball League,5,Excellent league with great coaches who care a lot about their team and put the players through a very good season of skill learning and team work.
North City Youth Baseball League,5,"An outstanding league! The parents are great, the players are great, and the coaching is great.  Both parents and players develope life-long friendships...."
Ray's Tennis Shop,5,My sister and uncle suggested I shop here and everyone was so nice. The clothing is so cute and way better than the actual Nike store in my opinion. They...
Ray's Tennis Shop,5,"Great tennis shop, good stringing, knowledgeable people, and almost always better prices than tennis warehouse."
Ray's Tennis Shop,1,"I've tried, for the better part of 3, years to like and support this business, but this is the worst tennis shop I've ever been to.  The only diamond in the..."
Mission Bay Golf Course,4,This is a solid course especially for people just getting into golfing like me. Everything ran smoothly and we were never feeling rushed at any point. All...
Mission Bay Golf Course,5,"The most eclectic of players in all the county come find this hidden gem of tees fairways and greens. Recently played a round with Andrew Knight, Sr at..."
Mission Bay Golf Course,5,I just started golfing and this place is great for beginners like me. There is a huge driving range to practice hitting balls. This grass is always clean...
Cadman Park Leash-Free Area,5,"This is a great little dog park. The front and back ends are not fenced, so make sure your dog is not a runner before going (the lure of other dogs seems to..."
Cadman Park Leash-Free Area,4,"This is a great spot if you want your dog to be well socialized around a lot of exciting stimuli. I bring my pup here for training purposes, to help him..."
Cadman Park Leash-Free Area,1,"This park brought awareness to the danger of off-leash dog parks. I was attacked by a German Shepard at this park yesterday, caused cuts and bruises on my..."
Cadman Dog Park - Leash Free,4,The day I went there was a little league competition going on in the field so it was very hard to find parking.  Even street parking was full so I circled...
Cadman Dog Park - Leash Free,5,"Beautiful views and awesome park. Our golden retriever loves it!
We have been lucky everytime so far with respectful people and doggo's."
Cadman Dog Park - Leash Free,5,"5 stars is for the view!

I have always loved this park though.  I used to hang out here as a teenager before it was officially a dog park.  People have..."
Nate's Point Dog Park - Balboa Park,5,My dog loves this place.  He gets excited every time I take him there.  Even before I park he begins to paw the window.
Nate's Point Dog Park - Balboa Park,2,"Dog park review #4 - I would say 2.5 but Yelp don't play that lol so 2 it is. 

LOCATION: absolutely gorgeous thee one and only Balboa Park - who doesn't..."
Nate's Point Dog Park - Balboa Park,4,It's a dog park in Balboa Park so of course I'm a fan.  Balboa Park is knows how to do parks and trees and wide open spaces.  How do you find Nate's?  Enter...
Mission Bay Boardwalk,5,"Hubby and I took the bikes down to Mission Bay this afternoon ... perfect day and place for it.  Mid 70's, nice breeze, not crowded at all. Hadn't been on a..."
Mission Bay Boardwalk,4,"Conveniently located right off the 5 freeway, this is a great place to relax under a tree and enjoy the breeze, eat a meal, sight-see, people watch, or get..."
Mission Bay Boardwalk,4,"This is always a cool place to come for a walk, run, or a ride. People watching is always fun too. It's not as busy as Mission Beach Board Walk and probably..."
Rose Creek Trail,4,"Beautiful this time of the year , after a rain is the best, have variety of terrain, take someone with you to share"
Rose Creek Trail,5,I have discovered this trail last year when I ran around the Pacific Beach Drive and Campland on the Bay. Since then whenever I am around glamping at the...
Rose Creek Trail,5,"This is defiantly a hidden gem in San Diego. Mostly known by bikers, this trail goes along rose creek until it hits the bay and then you can go right to..."
"Gymboree Play & Music, San Diego",5,Well me and my wife has been bringing our kid here for a little over a year now and I have to say Gymboree is awesome and it is an great experience for any...
"Gymboree Play & Music, San Diego",5,"I've been bringing my son here for a few months now and we love it! Its such a great place for him to learn, play and interact with other babies around the..."
"Gymboree Play & Music, San Diego",4,We love our crawlers class but my son is a pretty big 11 month old who isn't walking yet so it's starting to feel awkward as he seems to be pretty big for...
Emerald City Realty,1,We bought a home through Emerald. It was one of her listings. We already had an agent based in Chula Vista and wanted to buy in Chula Vista. We went to the...
Emerald City Realty,5,So we are getting the keys to our home today from Emerald. I told myself to write her a review. I thought it would be a quick 3 minute recap; however it...
Emerald City Realty,5,"We had a really good experience working with Emerald in spite of many challenges.  First, we were from out of town, so looking at houses had to happen over..."
Kearny Mesa Park,1,This park is a good alternative to Lindbergh Park if you want a less-busy park to go to. There's plenty of grass to run around on and if people have their...
Kearny Mesa Park,4,"Clean park with indoor/outdoor basketball court, baseball field, public pool, dog park and more.  This facility should be a standard for all San Diego..."
Kearny Mesa Park,5,"Really like this park . Clean and nice grassy areas, playground. Always find parking and convenient location. Kids always have fun at this neighborhood..."
Kearny Mesa Park & Recreation Center,5,"SUMMER SOFTBALL LEAGUE 

Softball league games are held here Tuesday evenings. Parking and accessibility and space is perfect for these sporting events. The..."
Kearny Mesa Park & Recreation Center,3,"Why advertise that open volleyball starts at 7:00pm, but EVERY week we have to wait for youth basketball until 7:30. SMH"
Kearny Mesa Park & Recreation Center,4,"There's lots to do at this Rec Center, but I was here to join in the birthday celebration of my nephew at the BMX track.  The track is located in the back..."
Kearny Mesa Dog Park,4,This was our first time here.  But I was up in the area and thought we'd try somewhere new.  Cako pretty much likes anywhere she can take off and run.  And...
Kearny Mesa Dog Park,1,"The park is amazing and I'm sure it has a great crowd 99% of the time. However, during the 8-10 PM time slot(the only time I can really come here because of..."
Kearny Mesa Dog Park,1,Fair warning: there is a group of older women who are bullies and think they own the park. They first complained about our dogs peeing on chairs which every...
Dusty Rhodes Park,5,One of our favorite parks for our dogs. Lots of open space to play fetch. The grass is always green. The bathrooms and large parking lots are also great...
Dusty Rhodes Park,3,"We were visiting from out of town and wanted to find a playground.  This park had plenty of parking, decent bathrooms and a nice playground. There's also a..."
Dusty Rhodes Park,5,"This dog park is super fun! The humans are always friendly and their furry owners soooo sweet! There are two parts, one for big pooches and another for the..."
Dog Park at Doyle Park,5,"I love this park! I brings my pups here all the time because they get along well with the other dogs. Not much grass, but clean and tidy all the..."
Dog Park at Doyle Park,5,This was the first dog park I went to with my Husky. The park is always clean and they have separate gated sides for small dogs and big dogs. They have...
Dog Park at Doyle Park,4,"I have been to at least a dozen dog parks since I've had my furbaby and Doyle is one of my favorites. It isn't fancy or anything, but it is always clean and..."
Veteran's Park Dog Park,4,My family really enjoys this dog park. Most the dogs and people are friendly and it is super close to my place making it very convenient. I wish it had...
Veteran's Park Dog Park,5,"Nice big dog park, comes with friendly humans! Grassy with large area to frolic and wag tails. Also has public restrooms in the larger park area with plenty..."
Veteran's Park Dog Park,5,"We have lived here seven years. I am so glad that they made such good use of this park. They don't have to maintain a huge Grassfield lot, so that saves..."
Wells Park Dog Park,4,"Our 10yr old Shepard and 7 month old border collie enjoyed themselves. There are 3 different fenced areas. One for small dogs, one for large, and one with..."
Wells Park Dog Park,3,Well here's another example of a review I thought I made months ago but it appeared as a draft when I checked in today.  Wells Park Dog Park is a section of...
Wells Park Dog Park,1,This place has potential to be great but the homelessness and the drug use in the parking lot kills it. Also the public bathrooms need to be burnt and...
Admiral Robinson Recreation Centre,5,"Best bowling alley in SD, hands down. If you have a military ID, or are able to get someone to bring you onto the base, this is way better than Tavern,..."
Admiral Robinson Recreation Centre,5,Great bowling alley lots of activities to do while you wait for a lane as well. They have a very high tech system too which adds for an in depth look at...
Admiral Robinson Recreation Centre,5,"Absolutely LOVE this bowling alley. It's huge (40 lanes) and very affordable. 

We came here for my birthday and instead of paying per person/per game, we..."
Parkside Park,3,"This park is pretty decent. There could've been some public restrooms and expanded even further making it worth visiting. Honestly, I don't like having to..."
Parkside Park,1,"Wow fuck the city and its park and rec department.

You'll pay money to put skate stoppers but fail to clean the park, paint over the graffiti, maintain the..."
Parkside Park,5,This park has always been the park to go to as a kid. My parents took me and my sisters here all the time. They did re model it all and updated the swings...
Terrace Villas Apartments,4,I have lived here for over a year and I have not had any major problems! The one maintanence request we had was fixed the next day (the cap inside the...
Terrace Villas Apartments,1,Update! I officially know how some ratings on here are so good - they DEFINITELY paid people to write them! They even contacted me and tried to pay me to...
Terrace Villas Apartments,5,"Awesome apartment complex! Sq footage is worth the price. Rent is reasonable. Close to the hospitals (naval medical center San Diego and Scripps mercy),..."
Parkside Terrace,4,"One of the best place to live if you are on the budget.
It is a low income community, so you have to qualify: show your income pay stubs, W-2 and oth. Nice..."
Parkside Terrace,1,"This place is owned by Wakeland corp. and they managed by ConAm presently .If you want real bad managers then this is the place for you
they entered my..."
Parkside Terrace,2,"Cons:
This was much better when this property was managed by Steve (conam). These are the worst apartments. Plus new management is horrible FPI. They have..."
Lakeside Library,4,"I wanted to find a quiet place to sit and read, and ended up here after searching Yelp for local libraries.  It's pretty small with a limited selection, but..."
Lakeside Library,5,Cute little library with lots of cool events. They have a lot of activities for kids. Check out their calendar of events online! :)
Lakeside Library,5,I stopped by here to grab some books for my little cousins after work. Every single employee I encountered was very helpful and friendly. They have a great...
Fotility Photography & Videography,5,"So we are a family owned independent business & been looking to do digital board menu's for our restaurant. before that we needed professional photos, it..."
Fotility Photography & Videography,5,Our business began a partnership with DoorDash delivery service. A food photo shoot was included in our contract. They outsource their photogs and sent...
Fotility Photography & Videography,5,We recently had to change the structure of our restaurant in order to stay open during the Covid-19 stay at home orders. Adding  third party take...
City of Lakeside,1,"First off I do not believe Parkside is a city, I grew up there and I don't even think there is a government.  Tweakers and hicks is what it is know for but..."
Berry Street Park,4,"This is my first time coming here (during COVID) and there were only two other dogs at the park. 

The shady area is kind of damp and muddy, but there's..."
Berry Street Park,5,Small little dog park perfect for little dogs to get some exercise. I brought my dog here for the first time after a couple months. We came to the park on...
Berry Street Park,5,I take my 5 month old GSD/Lab pup here to let out as much energy as he can so that he can knock out later. Its a nice park with the Offleash gated area more...
Pure Project - Balboa Park,5,They've got the one of the best beers in town and are always pumping out new and delicious beers.  There's a little something for everyone from sours to...
Pure Project - Balboa Park,5,"I've been informed the world is in dire need of positivity and laughter. I hope to accomplish at least one of those in this review. Ready, Set, GO! 
Visited..."
Pure Project - Balboa Park,5,"One of my favorite breweries locally! Since the yelp event they held a while back, this has been a fantastic spot in a great area to meet up with friends...."
Level 9 Rooftop Bar,5,COVID APPROVED! Tables were spaced out & masks were required (unless seated). Sanitizer was provided & elevator signs restricting groups were posted. Enter...
Level 9 Rooftop Bar,1,"Horrible service and horrible organization 
We waited 30 mins received no service 
The worse setup ever"
Level 9 Rooftop Bar,5,"I've come to this venue a few times and it's a great spot. Chris, one of the bartenders there is very welcoming and goes the extra mile to make it a great..."
Caffè Calabria,5,"Very happy with my experience at Caffe Calabria. We ordered two pizzas (2 for $19) and two coffees (~$4 each).

The pizzas were made fresh and tasted..."
Caffè Calabria,5,Ordered pizza from here because I keep hearing great things about them and was surprised by how good it taste. Must be the wood fire stove that gives it...
Caffè Calabria,5,Ordered the 2 pizzas (margherita and sausage) for $19 special. Good and light neapolitan pizza. Tasty homemade sausage on pizza. Picked up 3...
Louisiana Purchase,5,What a great experience. We travelled  here with 16 others celebrating my 50th birthday. Our roots are from the BOOT. I was a little  hesitant because being...
Louisiana Purchase,5,Yearning to take a vacation? Stepping into this place felt like going back to New Orleans. Their flare of food was unique and had that oh so special...
Louisiana Purchase,5,"I have been dying to try this place after hearing nothing but good things! My boyfriend decided to surprise me for my birthday, and I couldn't have asked..."
619 Spirits North Park,5,This place was great. I was looking for somewhere that was open for happy hour cocktails. Unfortunately because of the Covid situation they are not offering...
619 Spirits North Park,5,What can I say other than I Like this infused Vodka and I love this place represents with the 619 what a cool logo . I've actually bought a few bottles of...
619 Spirits North Park,5,Came here for the first time for to go order during covid. Burger and fries and a Cosmo. I recieved a free coupon in the mail that day and was super broke...
Bivouac Ciderworks,5,"Cute little spot in North Park.  We don't know the area too well so just happened to come down midweek, midday to check out a new cider place in SD.  We're..."
Bivouac Ciderworks,5,Love bivouac! We recently moved to this part of town so we're checking out some new places and this is one of our new go tos for sure! We were able to go...
Bivouac Ciderworks,5,Love this place! I've been several times now. They have great ciders and great customer service. I was able to visit a few times pre Covid and have done a...
Half Door Brewing,5,"Thanks guys for delivery service during the COVID mess. The food is still amazing! The sausage Mac n cheese, wow! I'm not even a huge sausage fan, but we..."
Half Door Brewing,5,A friend and I visited for a late dinner a few weeks ago and had a really lovely experience. Even during COVID-19 the team was able to create a nice setting...
Half Door Brewing,5,Loved our first experience at Half Door Brewing! We called and made a reservation for 6 people and wanted to be seated in front of a tv. We were seated in...
Polite Provisions,5,My friend had been raving about this place for a while so finally got a chance to give it a shot. We went on a Saturday night Thanksgiving weekend. The...
Polite Provisions,5,"I came here just randomly because of the cool style and decor. This bar located on a street corner of North Park hit all my desires for a bar. Great drinks,..."
Polite Provisions,5,"I've came here before Covid and also after Covid (tonight) and had great experiences. 

Tonight (Jillian) greeted us and was very detailed and genuine...."
Fernside,5,"- Businesses operating during the pandemic, ""Thank You"" review #23* -

Who: Fernside

What: We stopped by Fernside to grab a bite before hitting the dog..."
Fernside,5,"Wish I could say more about the Precovid Fernside, but I never really did go as an actual patron. I went and met friends, but didn't eat, or drink anything..."
Fernside,5,We've been patrons of Fernside since the opening and have been stopping by for those delicious slushies for the past several months. We've ordered takeout a...
Urbn - North Park,5,"We decided to stop here on our way home (LA) from Rosarito and needed a break from a full weekend of tacos & seafood. 
Absolutely, THE best decision!
The..."
Urbn - North Park,5,"At the time of my writing this, URBN is slanging pizza for Pure Project in Banker's Hill, so this is a review for that setup.

The potato bacon pizza is a..."
Urbn - North Park,4,"URBN Coal Fired Pizza & Bar is known for their New Haven-style pizza.  According to their website, they are also affiliated with BASIC, which I also..."
Flap Your Jacks,5,"We were heading to Balboa Park and wanted to try some place new for breakfast on the way.  Boy, are we glad we found Flap Your Jacks on Yelp.

Here is what..."
Flap Your Jacks,5,"What a great new restaurant. The service is outstanding, plenty of delicious things to choose from on the menu. They have adapted nicely to the current..."
Flap Your Jacks,5,I Just wanted to give this place credit for the great job they are  doing despite the stricter regulations San Diego has to be dealing with. They are taking...
Lamar Park,1,This park had huge potential until the very large homeless encampment showed up. Now it is completely unsafe. People are regularly harassed by homeless for...
Lamar Park,1,"I have lived in spring Valley for 4 years, there's too many homeless I can't even take my siblings to this park anymore the bathroom is nasty and We can..."
Lamar Park,1,Homeless have taken over the park. Sleeping in bathrooms and their pets roam wild throughout the park. Trash and filth everywhere. This is no longer a safe...
One Door North,4,They have tons of outdoor seating for COVID. A cute outdoor area with about 6 picnic style tables and 6 dining tables. Great market light ambiance. Also...
One Door North,4,Great service. Food was ok the last time I visited but it was great the time before that. So maybe it was a one day off for either them or myself. Love the...
One Door North,5,We visited one door north tonight after trying to pre-covid but they had been so busy the one night we tried that we were unable to get food. We came...
StreetCar Merchants,5,"DURING COVID: my first time here ! loved it!!

they did not offer outdoor dining so i had to place my order over the phone. girl who took my order was very..."
StreetCar Merchants,5,Love love love street car! We found them on Uber eats a while ago and then were lucky enough to move a couple blocks away without realizing where they were...
StreetCar Merchants,5,Still 5 stars even after all these years. Great streamlined service for takeout during covid. Call ahead so it'll be ready when you get there. Good fried...
Myst Lounge,5,"I was visiting from Houston,Texas with my boyfriend and we wanted to do something fun for our last night in San Diego so I looked up lounges on Yelp and..."
Myst Lounge,5,Came here for happy hour twice- highly encouraged. Drink and hookah prices during happy hour are awesome! They had a great variety of flavors and servers...
Myst Lounge,5,"I was visiting SD from out of town, and decided to hit this spot up on a Sunday afternoon. The night before, they only had outdoor seating due to COVID & it..."
Garibaldi,5,"Always love coming here! Although it's starting to get chilly in the evenings, they do a good job making you feel as warm and cozy as possible with lots of..."
Garibaldi,5,"As many of you know, I do a lot of staycations. I have been wanting to try The Intercontinental San Diego and especially... to come to the speakeasy,..."
Garibaldi,5,"Garibaldi is a wonderful spot with a nice view,
i wouldn't call it a speak easy. Its a beautiful spot for drinks, delicious food and impeccable service.
Our..."
Dog Park At Rohr Park,5,Been coming here since soft opening. There's still a good amount of people that do not know of this place yet surprisingly. It's really been nice to finally...
Dog Park At Rohr Park,5,Dog park review #6 - it's like a 4.5 but I went with a 5 because why the hell not! They earned it...it's the obstacle course for me...it's the agility...
Dog Park At Rohr Park,5,"We traded our Berry Dog Park in Lemon Grove for this one!

This park is huge!

They gave a bench where you can charge your phone, beautiful little water..."
RustiCucina,5,"Girl time to celebrate one of my dear friends 30th birthday.  

We sat outdoors and requested having a fire lamp next to us.

On a rainy day, this place was..."
RustiCucina,5,"Delicious food all around. I got to taste all the food our party of four ordered. The New York steak with truffle fries, the lobster Lasagna, the lamb dish,..."
RustiCucina,5,I'm always in the hunt for a real a true Italian place in San Diego. I have been to a lot of Italian restaurants in town. I have to say RustiCucina you you...
Kindred,5,"I'm not a vegan, but I enjoyed the food, cocktails, and ambiance Kindred offered.  I came here with friends for a happy hour and was pleasently surprised by..."
Kindred,5,"I have always been a fan of Kindred. The grunge and glamor decor, the sophisticated drinks, the delicious vegan food. What's not to love?

Pre-covid times,..."
Kindred,5,"I am going to preface this by saying I love meat, and have had really bad experiences at supposedly excellent vegan restaurants.  Not Kindred! I love that..."
Sunnyslope Park,1,Park is in terrible condition.  Both of the playgrounds have structures which are permanently blocked off.
The Villas At Camino Bernardo,5,"I want to give as many stars as I can for this complex . I absolutely love this apartment. Moving in was so easy, I was helped by one of the most..."
The Villas At Camino Bernardo,2,The location and ameninties are very nice. Lots of space. Great pool and tennis court reservation system. The water heats quickly. Very responsive...
The Villas At Camino Bernardo,4,"When I moved in the process was super easy. Front office staff was extremely helpful. Franco, the maintenance supervisor, was always quick to answer any and..."
El Norte Villas by ConAm Management,5,"My experience with the staff at El Norte has been pleasant. The whole process, taking a tour, setting up the checklist for move-in and actually moving in..."
El Norte Villas by ConAm Management,3,"I lived here for several years, and so I was here both before and after the new management - honestly I couldn't really tell you the difference though. El..."
El Norte Villas by ConAm Management,3,"I currently live here and I can say that this place is hit or miss honestly. First I want to say the new management that has came in, has really made some..."
MG Properties Group,5,"I am a contractor I recently worked with Luis from the construction Dept. he was so helpful , knowledgeable, and professional. He offered exceptional..."
MG Properties Group,1,Hi guys I am writing this detailed but to-the-point review to warn anyone thinking of renting with Meridian Place Luxury Apartment Homes or apparently many...
MG Properties Group,1,The absolute worst company I have ever rented with. I lived in Atwood apartments in Citrus Heights CA. An expensive apartment complex. So many times I have...
"Associa | NN Jaeschke, Inc. | San Diego",5,I don't do a ton of work with NNJ...but I do work with Elyse Kist from NNJ!  And if Elyse is representative of how the rest of the managers at that...
"Associa | NN Jaeschke, Inc. | San Diego",1,"This is by far the worst HOA property management company I have ever dealt with.  They are rude, hard to get ahold of and honestly do not properly manage..."
"Associa | NN Jaeschke, Inc. | San Diego",1,UPDATE: Still a trash property management company. Coming upon 5 months since the attack and they finally pulled the owner of the unit into a hearing. They...
Birch Aquarium,4,Cute little aquarium. Perfect for my 3 month old. Of course my wife and I were concerned with how they mitigate the spread of covid. I think it's safe to...
Birch Aquarium,5,"A small aquarium, perfect for kids or those who actually want to see everything without taking the entire day to look and walk around. 
They do a great job..."
Birch Aquarium,3,"My fiance and I visited Birch Aquarium on our last day in San Diego. The adult tickets cost $19.50, but they do offer military discounts for those who are..."
North Park Community Park,4,5 stars for awesome an awesome playground which has some unique features.  3 stars for copious park denizens making you feel a little on edge.  Brings the...
North Park Community Park,1,Was in the area and brought my niece to this park . Parking was easy to find. A lot of homeless hang out here and odd people stay parked in their car. As we...
North Park Community Park,5,"Great place to take the kids or to have a picnic...
There's a playground and sand box to keep your little ones busy.

There are also a bathroom and grassy..."
North Park,3,"The North Park DT area along 30th and University Avenue is an area teeming with every type of restaurant, colorful dive bars and unique retail businesses...."
North Park,5,"Trendy/trending North Park in San Diego ranks in my top 10 towns in SoCal. Great restaurants, sports bars and coffee shops are here as well as an eclectic..."
North Park,5,"I can't believe I'm the second person to write a review for North Park. I really love NP because they have some cool bars, great restaurants and just a..."
North Park Optometry,5,So after seeing another office for the last 5 years. I decided to stay closer to home. North park is also on my insurance plan although I feel like it...
North Park Optometry,5,I have been going here for three years. They have always taken care of me. The doctor is the best in town! She is incredibly personable and knowledgeable!...
North Park Optometry,5,I was at North Park Optometry yesterday because I was due for an eye exam and a new pair of glasses. The staff here are so nice and friendly and they are...
North Park Massage,5,The massage i've gotten here is hands down the best. I've had Alicia twice and she is just wonderful. I have a lot of medical issues and she exactly knows...
North Park Massage,1,"Worst massage ever! And that's saying a lot, I've definitely had a lot of them being involved in sports for years. The person giving the massage hardly even..."
North Park Massage,5,I was able to secure an appointment this morning and scheduled a 30 minute massage with cupping. The check-in process was super easy and Danielle was super...
Nobel Athletic Fields & Recreation Center,5,The fields are amazing. I would say very well kept compared to other parks. Lots of joggers at all hours of the day. There are also pet owners walking their...
Nobel Athletic Fields & Recreation Center,5,We had a family lunch here after a wedding (Cafe Rio catered it). There was parking lot above the park and street parking near the covered pavilion with...
Nobel Athletic Fields & Recreation Center,4,Great park and a solid place to hold a soccer tournament. There's also a small dog park enclosed on the side of the parking lot. The restrooms close on...
Inez Grant Parker Memorial Rose Garden,5,"If you're into botany, definitely visit this place. Well kept, informative, and down right gorgeous. Loved seeing all of the different roses and plenty to..."
Inez Grant Parker Memorial Rose Garden,5,"We have an award winning All-American Rose Selection Display Garden here in San Diego, and it is a ""must see"" for residents and visitors.  Located across..."
Inez Grant Parker Memorial Rose Garden,5,"My love affair with roses started when I was about 11-years-old. That is when I had a keen interest, so my Mom started teaching me everything she knew about..."
Chicano Park,5,"Incredible and amazing place. mind blowing art.. simply no place in the world like it. Ive spent hours admiring the art and skateboarding. 
i like to scout..."
Chicano Park,4,"I never realized how social and outgoing I was until I was stuck at home in quarantine / shelter in place.  I just knew that I liked to stay busy, keep..."
Chicano Park,3,"It's really cool to see all the murals painted along the park. I enjoyed looking at the artwork while sitting on a picnic table to eat lunch. However, I was..."
Colina Del Sol Park & Rec Center,4,"Yes, this park is in the ghetto.
Yes, there is ghetto people here.
Yes, this park USED to be ghetto, but has majorly transformed into a family friendly area..."
Colina Del Sol Park & Rec Center,1,I am including a picture to explain my low review. This was taken today. 2-09-2018 @ 5 p.m. There were actually 2 guys pissing on 2 separate trees just...
Colina Del Sol Park & Rec Center,5,"This is a great community park. There's so much space for families to come and gather. It's a wonderful community resource. 

Located near Thrive Public..."
Colina Park Golf Course,5,"staff is friendly........Course is in great shape. This is a very short executive course. Most holes are 75 yards. With that said, you really only need a..."
Colina Park Golf Course,3,"Sadly, I did NOT have a good first experience here. 8/8/20
One a the few days off that my spouse and I have together and we decided to come to this course..."
